jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts
,2019-07-11 05:59:59,singularity3,Ignite Jam #2 - Not Technically a Platformer,4,0,2,2019-06-26 06:00:00,https://www.itch.io/jam/ignite-jam-2-not-technically-a-platformer,u,359.9997222222222,602,Ignite Jam #2 - Not Technically a Platformer,0,0,1
,2015-11-30 22:59:59,Norad||Mysterarts,Paris Still Jamming,4,0,2,2015-11-15 23:00:00,https://www.itch.io/jam/paris-still-jamming,u,359.9997222222222,1115,Paris Still Jamming,1,0,2
,2018-03-09 07:59:59,b0undarybreaker,Elytra FOSSJam,4,0,2,2018-02-22 08:00:00,https://www.itch.io/jam/elytra-fossjam,u,359.9997222222222,1568,Elytra FOSSJam,0,0,1
,2017-10-12 04:00:00,Groupe Féministe Vidéoludique,Ctrl-Alt-Gfv: Jam de l'Alternative et du Groupe Féministe Vidéoludique,7,0,2,2017-09-27 04:00:00,https://www.itch.io/jam/ctrl-alt-gfv,u,360.0,3347,Ctrl-Alt-Gfv: Jam de l'Alternative et du Groupe Féministe Vidéoludique,0,0,1
,2017-12-02 23:00:00,Mindtricks,Artistic Jam #1,16,0,2,2017-11-16 23:00:00,https://www.itch.io/jam/artistic-jam-1,u,384.0,1001,Artistic Jam #1,0,0,1
,2016-07-25 07:00:00,Dan Player McKinnon,Classic Doom - Map Jam #2,7,0,2,2016-07-09 07:00:00,https://www.itch.io/jam/classic-doom-map-jam-2,u,384.0,856,Classic Doom - Map Jam #2,0,0,1
,2019-09-30 02:59:59,SprintToTheTop,3# Mesa de Papelão,14,0,2,2019-09-09 03:00:00,https://www.itch.io/jam/3-mesa-de-papelo,u,503.9997222222222,3471,3# Mesa de Papelão,0,0,1
,2016-02-03 14:00:00,parityb1t,Spectacle,2,0,2,2016-01-13 14:00:00,https://www.itch.io/jam/spectacle,u,504.0,475,Spectacle,0,0,1
,2018-06-15 13:59:59,SAE Brisbane Games,SAE Brisbane Games - Studio 1 - 18T2 - Wherefore Art Thou?,6,0,2,2018-05-23 14:00:00,https://www.itch.io/jam/sae-brisbane-games-studio-1-18t2-wherefore-art-thou,u,551.9997222222222,422,SAE Brisbane Games - Studio 1 - 18T2 - Wherefore Art Thou?,0,0,1
,2019-01-01 00:00:00,Jofers Games,AGDGS Finish a game this year jam,10,0,2,2018-12-09 00:00:00,https://www.itch.io/jam/agdgs-finish-a-game-this-year-jam,u,552.0,44,AGDGS Finish a game this year jam,1,0,1
,2017-04-12 07:00:00,TheLordofThorns,#Trans-Dimensional,12,0,2,2017-03-16 23:57:56,https://www.itch.io/jam/game-concepts,u,631.0344444444445,528,#Trans-Dimensional,0,0,1
,2018-08-10 07:00:00,Loveship Hypernova,Loveship Hypernova ULTIMATE Jam 2018,8,0,2,2018-07-13 07:00:00,https://www.itch.io/jam/loveship-hypernova-ultimate-jam-2018,u,672.0,971,Loveship Hypernova ULTIMATE Jam 2018,0,0,1
,2019-08-30 18:00:00,89o,BadJam!,13,0,2,2019-08-02 18:00:00,https://www.itch.io/jam/badjam,u,672.0,728,BadJam!,0,0,1
,2018-02-28 00:00:00,Game Dev McGill,Game Jam Monthly - February 2018,3,0,2,2018-01-30 17:00:00,https://www.itch.io/jam/game-jam-monthly-3,u,679.0,522,Game Jam Monthly - February 2018,0,0,1
,2018-03-31 04:00:00,MBG,Spring Has Sprung! Volume 1,14,0,2,2018-03-01 05:00:00,https://www.itch.io/jam/spring-has-sprung,u,719.0,1105,Spring Has Sprung! Volume 1,0,0,1
,2019-07-01 06:59:59,toiletsnakes||KitKatarine||Stealthix,Buddy Jam 7,9,0,2,2019-06-01 07:00:00,https://www.itch.io/jam/buddy-jam-7,u,719.9997222222222,1951,Buddy Jam 7,0,0,3
,2019-03-03 12:00:00,Harry Prebble||Fancy Pigeons||Liv Jeremiah,D&D Character Jam,42,0,2,2019-02-01 12:00:00,https://www.itch.io/jam/dd-character-jam,u,720.0,345,D&D Character Jam,0,0,3
,2015-10-15 07:00:00,csdnerd,Hispanic Heritage Month Game Jam (#HHMJam),4,0,2,2015-09-15 07:00:00,https://www.itch.io/jam/hhmjam15,u,720.0,3207,Hispanic Heritage Month Game Jam (#HHMJam),0,0,1
,2018-07-23 04:00:00,Wheaton High School VMC,The Knight of Communism Jam,6,0,2,2018-06-23 04:00:00,https://www.itch.io/jam/incorporate-a-knight-communism,u,720.0,699,The Knight of Communism Jam,0,0,1
,2019-04-01 06:59:59,toiletsnakes||Magic_Spark||Stealthix,Buddy Jam 4,24,0,2,2019-03-01 08:00:00,https://www.itch.io/jam/buddy-jam-4,u,742.9997222222222,2112,Buddy Jam 4,0,0,3
,2019-08-01 06:59:59,toiletsnakes||KitKatarine||Stealthix,Buddy Jam 8,9,0,2,2019-07-01 07:00:00,https://www.itch.io/jam/buddy-jam-8,u,743.9997222222222,1963,Buddy Jam 8,0,0,3
,2019-06-01 06:59:59,toiletsnakes||KitKatarine||Stealthix,Buddy Jam 6,16,0,2,2019-05-01 07:00:00,https://www.itch.io/jam/buddy-jam-6,u,743.9997222222222,1948,Buddy Jam 6,0,0,3
,2019-01-31 20:00:00,VillageBear,GAME JAMuary 2.0,9,0,2,2018-12-31 20:00:00,https://www.itch.io/jam/2ndgame-jamuary,u,744.0,3896,GAME JAMuary 2.0,0,1,1
,2019-10-03 06:59:59,toiletsnakes||KitKatarine||Stealthix,Buddy Jam 10,12,0,2,2019-09-01 07:00:00,https://www.itch.io/jam/buddy-jam-10,u,767.9997222222222,2081,Buddy Jam 10,0,0,3
,2016-02-13 08:00:00,Chrysoula Tzavelas,Correspondence Jam,9,0,2,2016-01-12 08:00:00,https://www.itch.io/jam/correjam,u,768.0,789,Correspondence Jam,0,0,1
,2015-07-13 03:00:00,BruReale,Dalek Jam,2,0,2,2015-06-11 03:00:00,https://www.itch.io/jam/dalek-jam,u,768.0,1144,Dalek Jam,0,0,1
,2016-11-07 05:00:00,deletedcl,ReJam,40,0,2,2016-10-06 04:00:00,https://www.itch.io/jam/rejam,u,769.0,666,ReJam,0,0,1
,2019-08-01 05:00:00,wazanator||Onarru||OneGameDad,Waypoint Community Jam: 5 Star Creatives 5 Star Jam Times,14,0,2,2019-06-29 05:00:00,https://www.itch.io/jam/waypoint-2019,u,792.0,5854,Waypoint Community Jam: 5 Star Creatives 5 Star Jam Times,0,0,3
,2019-10-09 22:00:00,Game Dev McGill,Game Jam Monthly - September 2019,2,0,2,2019-09-05 04:00:00,https://www.itch.io/jam/game-jam-monthly-september-2019,u,834.0,527,Game Jam Monthly - September 2019,0,0,1
,2019-10-14 14:00:00,Jess Gates,About Bloody Time Jam #2: the menstruation game jam,8,0,2,2019-09-08 23:00:00,https://www.itch.io/jam/about-bloody-time-jam-2-the-menstruation-game-jam,u,855.0,3932,About Bloody Time Jam #2: the menstruation game jam,0,0,1
,2019-09-08 04:00:00,LouisvilleMakesGames,Kentucky Fried Pixels 2019,7,0,2,2019-08-02 04:00:00,https://www.itch.io/jam/kentucky-fried-pixels-2019,u,888.0,3044,Kentucky Fried Pixels 2019,0,0,1
,2019-07-08 06:59:59,Eugene Public Library,Bitforest Game Riff at Eugene Public Library,5,0,2,2019-05-25 07:00:00,https://www.itch.io/jam/bitforest-game-riff,u,1055.9997222222223,1742,Bitforest Game Riff at Eugene Public Library,0,0,1
,2019-02-14 06:00:00,RomieTears,Fambruary 14th Jam,20,0,2,2019-01-01 06:00:00,https://www.itch.io/jam/fambruary-14th-jam,u,1056.0,1759,Fambruary 14th Jam,0,0,1
,2017-01-31 00:00:00,phoenixperry,Code Liberation V&A Workshop Fall 2016,5,0,2,2016-12-15 00:00:00,https://www.itch.io/jam/code-liberation-va-workshop-fall-2016,u,1128.0,280,Code Liberation V&A Workshop Fall 2016,0,0,1
,2019-07-30 21:00:00,Linnu,Clone a game and do it better - /agdg/ Jam,16,0,2,2019-06-13 12:57:35,https://www.itch.io/jam/agdg-jam-2019-summer,u,1136.0402777777779,109,Clone a game and do it better - /agdg/ Jam,0,0,1
,2019-08-07 06:59:59,Gedig,r/roguelikedev Summer Tutorial Jam,11,0,2,2019-06-18 07:00:00,https://www.itch.io/jam/roguelike,u,1199.9997222222223,1256,r/roguelikedev Summer Tutorial Jam,0,0,1
,2019-09-30 04:00:00,Orion Studios,Infinite Studio Jam 2019-1,10,1,2,2019-08-06 04:00:00,https://www.itch.io/jam/infinite-studio-2019-1,u,1320.0,780,Infinite Studio Jam 2019-1,1,0,1
,2019-03-02 20:00:00,Flandre,Hypnosis/Mind Control Jam,35,0,2,2019-01-05 20:00:20,https://www.itch.io/jam/hypnosismind-control-jam,u,1343.9944444444445,1533,Hypnosis/Mind Control Jam,0,0,1
,2016-02-01 00:00:00,AngryDinosaur,ZX Sequel Jam,3,0,2,2015-12-03 00:00:00,https://www.itch.io/jam/zx-sequel-jam,u,1440.0,1109,ZX Sequel Jam,0,0,1
,2016-07-05 04:00:00,Hyacinth Nil,Pun Jam 2016,5,0,2,2016-05-05 13:30:00,https://www.itch.io/jam/pun-jam,u,1454.5,870,Pun Jam 2016,0,0,1
,2019-02-15 06:00:00,Balloon Co. [gaming division],The Balloon Co Reverse Exploitation Anti-Contest JAM,4,0,2,2018-12-15 06:00:00,https://www.itch.io/jam/bc20182019,u,1488.0,2138,The Balloon Co Reverse Exploitation Anti-Contest JAM,0,0,1
,2016-07-28 21:00:00,verity v. lee,Discworld Open Jam,25,0,2,2016-05-08 11:31:38,https://www.itch.io/jam/discworld-open-jam,u,1953.4727777777778,500,Discworld Open Jam,0,0,1
,2018-08-20 05:00:00,Pix,PixelBit's YouTube Game Jam,5,0,2,2018-05-19 05:00:00,https://www.itch.io/jam/pixelbits-youtube-game-jam,u,2232.0,0,PixelBit's YouTube Game Jam,0,0,1
,2018-04-26 17:00:00,SeaPeaMe,"1 Day, 50 Lines",6,0,3,2018-04-26 14:00:00,https://www.itch.io/jam/50-lines,u,3.0,583,"1 Day, 50 Lines",0,0,1
,2015-05-24 12:00:00,Grailas,JailJam 2015,3,0,3,2015-05-24 08:00:00,https://www.itch.io/jam/jailjam2015,u,4.0,0,JailJam 2015,0,0,1
,2017-04-29 16:00:00,IBwWG,Game from an Image,8,0,3,2017-04-29 11:00:00,https://www.itch.io/jam/game-from-an-image,u,5.0,848,Game from an Image,1,0,1
,2018-03-25 18:00:00,rijv,Rijv Mini Bitsy Jam,4,0,3,2018-03-25 12:00:00,https://www.itch.io/jam/rijv-mini-bitsy-jam,u,6.0,575,Rijv Mini Bitsy Jam,0,0,1
,2018-09-15 23:00:00,nathanmcclain||bpriddle,KSU Amateur Game Jam 2018,4,0,3,2018-09-15 00:00:00,https://www.itch.io/jam/ksu-amateur-game-jam-2018,u,23.0,21,KSU Amateur Game Jam 2018,0,0,2
,2018-12-01 15:30:00,IEU Game Lab,"IEU Game Lab ""Welcome"" Jam",9,0,3,2018-11-30 15:30:00,https://www.itch.io/jam/ieu-game-lab-welcome-jam,u,24.0,1293,"IEU Game Lab ""Welcome"" Jam",0,0,1
,2018-05-05 23:00:00,vazor,Interactive Jam,8,0,3,2018-05-04 19:00:00,https://www.itch.io/jam/interactive-jam,u,28.0,3875,Interactive Jam,1,0,1
,2018-12-01 22:23:20,CCCAlphaLab,"AlphaLab Game Jam 2, return of the Jaminator!",9,0,3,2018-11-30 15:00:00,https://www.itch.io/jam/alpha-lab-jaminator-jam,u,31.38888888888889,0,"AlphaLab Game Jam 2, return of the Jaminator!",0,0,1
,2019-07-21 21:20:00,Paul,Breaking Code Jam,10,0,3,2019-07-20 13:00:00,https://www.itch.io/jam/breaking-code-jam,u,32.333333333333336,123,Breaking Code Jam,1,1,1
,2019-10-28 03:59:59,LouisvilleMakesGames,6 Hour Spooky Jam 2019,4,0,3,2019-10-26 17:00:00,https://www.itch.io/jam/6-hour-spooky-jam-2019,u,34.999722222222225,669,6 Hour Spooky Jam 2019,1,0,1
,2019-03-11 05:00:00,csufvgdc,March of the Devs: 24-Hour Game Jam,4,0,3,2019-03-09 18:00:00,https://www.itch.io/jam/march-of-the-devs,u,35.0,249,March of the Devs: 24-Hour Game Jam,0,0,1
,2015-07-26 19:00:00,cevikarda||yildirimcagdas,1st Local Multiplayer Game Jam Istanbul,3,0,3,2015-07-25 07:00:00,https://www.itch.io/jam/1st-local-multiplayer-game-jam-istanbul,u,36.0,356,1st Local Multiplayer Game Jam Istanbul,0,0,2
,2017-06-19 04:00:00,Edsploration,Learn a Tool or Technique Jam,19,0,3,2017-06-17 16:00:00,https://www.itch.io/jam/learn-a-tool-or-technique-jam,u,36.0,1797,Learn a Tool or Technique Jam,0,0,1
,2019-03-31 09:00:00,gamejam4weekend,Game Jam 4 Weekend #10,5,0,3,2019-03-29 12:00:00,https://www.itch.io/jam/gj4w10,u,45.0,2931,Game Jam 4 Weekend #10,0,0,1
,2019-06-02 09:00:00,gamejam4weekend,Game Jam 4 Weekend #12,4,0,3,2019-05-31 12:00:00,https://www.itch.io/jam/gj4w12,u,45.0,3032,Game Jam 4 Weekend #12,0,0,1
,2018-12-30 09:10:00,gamejam4weekend,Game Jam 4 Weekend #6,5,0,3,2018-12-28 12:00:00,https://www.itch.io/jam/gj4w6,u,45.166666666666664,2342,Game Jam 4 Weekend #6,0,0,1
,2018-01-02 22:00:00,P1X,Hangover Game Jam 2018,11,0,3,2017-12-31 23:00:00,https://www.itch.io/jam/hangover-game-jam-2018,u,47.0,295,Hangover Game Jam 2018,1,0,1
,2016-09-25 21:59:59,Playing The Game,UdineGameJam – Myths and legends,17,0,3,2016-09-23 22:00:00,https://www.itch.io/jam/udinegamejam-myths-legends,u,47.999722222222225,1266,UdineGameJam – Myths and legends,0,0,1
,2018-09-30 10:00:00,Berkayartik||DrBrick11,Blocks of Jam,12,0,3,2018-09-28 10:00:00,https://www.itch.io/jam/blocks-of-jam,u,48.0,1145,Blocks of Jam,0,0,2
,2018-10-29 00:00:00,ColbP,ACM: Spooky Game Jam,6,0,3,2018-10-27 00:00:00,https://www.itch.io/jam/acm-spooky-game-jam-,u,48.0,1261,ACM: Spooky Game Jam,1,1,1
,2017-08-06 07:00:00,GameDevsQuest,GDQ One Mechanic Game Jam,13,0,3,2017-08-04 07:00:00,https://www.itch.io/jam/one-mechanic-game-jam,u,48.0,329,GDQ One Mechanic Game Jam,0,0,1
,2019-10-27 19:00:00,PrettyCoolGuy,Pretty Cool Jam #1,2,0,3,2019-10-25 19:00:00,https://www.itch.io/jam/pretty-cool-jam-1,u,48.0,226,Pretty Cool Jam #1,0,0,1
,2018-04-22 22:30:00,Women Game Jam Latam,Women Game Jam BR,4,0,3,2018-04-20 22:30:00,https://www.itch.io/jam/women-game-jam-br,u,48.0,0,Women Game Jam BR,0,0,1
,2016-12-12 00:00:00,Buffalo Game Space||CLD||djpooppants||hangongetready||markzorn||Futch,BGSjam8,7,0,3,2016-12-10 00:00:00,https://www.itch.io/jam/bgsjam8,u,48.0,530,BGSjam8,0,0,6
,2019-10-13 17:00:00,EMS43,PCT Game Development Club's Fall Game Jam,3,0,3,2019-10-11 17:00:00,https://www.itch.io/jam/pct-game-development-clubs-fall-game-jam,u,48.0,199,PCT Game Development Club's Fall Game Jam,0,0,1
,2019-03-03 15:00:00,murmura,Dog Jam,6,0,3,2019-03-01 14:00:00,https://www.itch.io/jam/dog-jam-unicornpirates,u,49.0,2885,Dog Jam,0,0,1
,2018-05-06 22:00:00,Mars Ashton,Forge Jam V,15,0,3,2018-05-04 21:00:00,https://www.itch.io/jam/forge-jam-v,u,49.0,1164,Forge Jam V,0,0,1
,2018-11-07 21:00:00,AIE Seattle||terrehbyte,AIE's Fall Prog Jam - 2018,4,0,3,2018-11-05 17:00:00,https://www.itch.io/jam/aiefall2018,u,52.0,1153,AIE's Fall Prog Jam - 2018,0,0,2
,2019-03-17 22:00:00,GameJamMallorca,GameJamMallorca2019,5,0,3,2019-03-15 17:00:00,https://www.itch.io/jam/gamejammallorca2019,u,53.0,1077,GameJamMallorca2019,0,0,1
,2018-03-26 03:00:00,CCDJuegos,"Mermelada de juegos de mesa, rol y cartas",3,0,3,2018-03-23 21:00:00,https://www.itch.io/jam/mermelada-de-juegos-de-mesa-rol-y-cartas,u,54.0,2943,"Mermelada de juegos de mesa, rol y cartas",0,0,1
,2018-03-12 17:00:00,alannakelly||Galway Game Jam,Galway Game Jam 9,5,0,3,2018-03-10 09:00:00,https://www.itch.io/jam/galway-game-jam-9,u,56.0,5396,Galway Game Jam 9,0,0,2
,2017-10-02 21:00:00,Antithèse,Game Pratic' #4 - 2017,8,0,3,2017-09-30 07:30:00,https://www.itch.io/jam/gamepratic2017,u,61.5,0,Game Pratic' #4 - 2017,1,0,1
,2019-05-20 01:00:00,MacEwan Game Development Club,Mayday - GADEC Game Jam,7,0,3,2019-05-17 11:00:00,https://www.itch.io/jam/gadec-may-game-jam,u,62.0,1074,Mayday - GADEC Game Jam,0,0,1
,2018-01-29 20:00:00,DT,AGDG Global Game Jam 2018,16,0,3,2018-01-27 03:00:00,https://www.itch.io/jam/agdg-global-game-jam-2018,u,65.0,431,AGDG Global Game Jam 2018,0,0,1
,2016-01-18 04:59:59,Liam Sauvé,#EPJam3,9,0,3,2016-01-15 05:00:00,https://www.itch.io/jam/epjam3,u,71.99972222222222,50,#EPJam3,0,0,1
,2019-01-14 04:59:59,LexLoco||Thedrdevin||Odd Weekend Game Jam,Odd Weekend Game Jam 19,19,0,3,2019-01-11 05:00:00,https://www.itch.io/jam/odd-weekend-game-jam-19,u,71.99972222222222,783,Odd Weekend Game Jam 19,1,0,3
,2018-05-21 21:59:59,Hitbox Makers,Hitbox's DreamHack LiveJam 2018,4,0,3,2018-05-18 22:00:00,https://www.itch.io/jam/dreamhack-livejam-2018,u,71.99972222222222,251,Hitbox's DreamHack LiveJam 2018,0,1,1
,2019-05-16 16:00:00,Sigrid.D,72LezGameJam#1,13,0,3,2019-05-13 16:00:00,https://www.itch.io/jam/72lezgamejam1,u,72.0,188,72LezGameJam#1,0,0,1
,2019-05-21 03:00:00,Harry Prebble||Phill Shaw||Sam Pickard||Liv Jeremiah,Wild West Jam,8,0,3,2019-05-18 01:00:00,https://www.itch.io/jam/maybe-wild-west-jam-wat,u,74.0,361,Wild West Jam,0,0,4
,2018-11-27 01:59:59,Fellowship of the Game||dmdemoura||AbnerSantos,Game Jam Analógica,9,0,3,2018-11-23 20:00:00,https://www.itch.io/jam/game-jam-analogica,u,77.99972222222222,1079,Game Jam Analógica,0,0,3
,2019-08-09 14:00:00,Ham,30 to 50 Feral Hogs (Game Jam),5,0,3,2019-08-05 14:00:00,https://www.itch.io/jam/30-to-50-feral-hogs,u,96.0,237,30 to 50 Feral Hogs (Game Jam),0,0,1
,2017-10-20 22:00:00,exqueeze-me,WPI A17 Break Jam,5,0,3,2017-10-16 16:00:00,https://www.itch.io/jam/wpi-a17-break-jam,u,102.0,810,WPI A17 Break Jam,0,0,1
,2019-05-17 06:30:00,Steve Halliwell,Make-A-Thing 2019 May,15,0,3,2019-05-12 23:00:00,https://www.itch.io/jam/make-a-thing-2019-may,u,103.5,1763,Make-A-Thing 2019 May,0,0,1
,2016-05-18 21:59:59,Festival Stunfest||Indie Collective,Stun Jam 2016,4,0,3,2016-05-13 22:00:00,https://www.itch.io/jam/stun-jam-2016,u,119.99972222222222,221,Stun Jam 2016,1,0,2
,2018-09-01 02:52:00,LilDeer,"Quimeras, monstruos y lo biológicamente alterado",6,0,3,2018-08-26 13:00:00,https://www.itch.io/jam/quimeras-monstruos-y-lo-biologicamente-alterado,u,133.86666666666667,1257,"Quimeras, monstruos y lo biológicamente alterado",1,0,1
,2019-07-25 13:00:00,TheMadPigster,Weekly Rainbow Jam 8,9,0,3,2019-07-19 13:00:00,https://www.itch.io/jam/weekly-rainbow-jam-8,u,144.0,1774,Weekly Rainbow Jam 8,0,0,1
,2016-12-02 16:00:00,PDGameJam,"Pembroke Dock Game Jam (Wales, UK)",6,0,3,2016-11-26 09:00:00,https://www.itch.io/jam/pdgamejam2016,u,151.0,564,"Pembroke Dock Game Jam (Wales, UK)",0,0,1
,2018-11-09 00:00:00,Third Vision Games,OpenJam 2018,14,0,3,2018-11-02 01:00:00,https://www.itch.io/jam/openjam2018,u,167.0,5469,OpenJam 2018,2,2,1
,2019-09-02 02:59:59,ZumbiGordo,JotaDê Jam Semanal #4,4,0,3,2019-08-26 03:00:00,https://www.itch.io/jam/jdjam4,u,167.99972222222223,953,JotaDê Jam Semanal #4,0,0,1
,2019-06-18 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 11",18,0,3,2019-06-11 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-11,u,168.0,1588,"Chronicles GameDev Challenge, Week 11",0,0,1
,2015-07-05 23:00:00,piratescarfy,Twine Mine Arms,4,0,3,2015-06-28 23:00:00,https://www.itch.io/jam/twine-mine-arms,u,168.0,7945,Twine Mine Arms,0,0,1
,2017-07-10 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W27 2017,18,0,3,2017-07-03 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam-w27-2017,u,168.0,714,Weekly Hour Game Jam - W27 2017,0,0,1
,2017-06-05 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W22 2017,19,0,3,2017-05-29 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w22-2017,u,168.0,715,Weekly Hour Game Jam - W22 2017,0,0,1
,2017-05-15 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W19 2017,20,0,3,2017-05-08 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w19-2017,u,168.0,702,Weekly Hour Game Jam - W19 2017,0,0,1
,2017-05-22 00:00:00,Jonathan Giroux (Koltes),Weekly Hour Game Jam - W20 2017,14,0,3,2017-05-15 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w20-2017,u,168.0,702,Weekly Hour Game Jam - W20 2017,0,0,1
,2019-05-14 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 6",8,0,3,2019-05-07 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-6,u,168.0,1456,"Chronicles GameDev Challenge, Week 6",0,0,1
,2018-12-30 20:00:00,Feldo,[FR] Partim 500 numéro 3,6,0,3,2018-12-23 20:00:00,https://www.itch.io/jam/partim-500-an-2018,u,168.0,3031,[FR] Partim 500 numéro 3,0,0,1
,2017-02-12 23:00:00,Un_Rieur,OA Jam,6,0,3,2017-02-05 23:00:00,https://www.itch.io/jam/oa-jam,u,168.0,1379,OA Jam,0,0,1
,2019-10-06 07:00:00,Nyavix,TrusuGDev FallJam#1,7,0,3,2019-09-29 07:00:00,https://www.itch.io/jam/trusugdev-falljam1,u,168.0,466,TrusuGDev FallJam#1,0,0,1
,2017-10-26 05:00:00,tdelarosa723,Optical Jam #4,13,0,3,2017-10-19 05:00:00,https://www.itch.io/jam/optical-jam-4,u,168.0,747,Optical Jam #4,1,0,1
,2017-09-20 05:00:00,tdelarosa723,Optical Jam #2,8,0,3,2017-09-13 05:00:00,https://www.itch.io/jam/optical-jam-2,u,168.0,653,Optical Jam #2,1,0,1
,2019-04-28 00:00:00,Bigbass,LibGDX Jam - April 2019,5,0,3,2019-04-21 00:00:00,https://www.itch.io/jam/libgdx-jam,u,168.0,525,LibGDX Jam - April 2019,0,0,1
,2019-04-09 04:00:00,Darezar of Eledris,"Chronicles GameDev Challenge, Week 1",11,0,3,2019-04-02 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-1,u,168.0,1185,"Chronicles GameDev Challenge, Week 1",0,0,1
,2019-06-30 00:00:00,Bigbass||tecksup,LibGDX Jam #8,11,0,3,2019-06-23 00:00:00,https://www.itch.io/jam/libgdx-jam-8,u,168.0,938,LibGDX Jam #8,0,0,2
,2017-03-17 08:00:01,VisualGames,Gamemaker Jam (unofficial),18,0,3,2017-03-10 07:59:59,https://www.itch.io/jam/gamemakerjam,u,168.00055555555556,168,Gamemaker Jam (unofficial),0,0,1
,2018-10-29 00:00:00,Astronaronic,Idea Jam,5,0,3,2018-10-21 23:00:00,https://www.itch.io/jam/idea-jam,u,169.0,345,Idea Jam,0,0,1
,2017-10-01 00:00:00,stepha,SF Bay Area Women in Game Development Community Game Jam #1,7,0,3,2017-09-23 17:00:00,https://www.itch.io/jam/sfbawgd-jam-001,u,175.0,807,SF Bay Area Women in Game Development Community Game Jam #1,0,0,1
,2017-12-17 22:00:00,gameimpact,Impact Jam #4 : eco-jam,7,0,3,2017-12-10 09:00:00,https://www.itch.io/jam/impact-jam-4,u,181.0,141,Impact Jam #4 : eco-jam,0,0,1
,2015-11-20 22:00:00,Veld,AGDG Jam november 2015,14,0,3,2015-11-12 23:00:00,https://www.itch.io/jam/agdg-jam-november-2015,u,191.0,258,AGDG Jam november 2015,0,0,1
,2019-07-06 14:00:00,Mafalda Claro,End of The Year Game Jam 2nd Edition,11,0,3,2019-06-28 14:00:00,https://www.itch.io/jam/end-of-the-year-game-jam-2nd-edition,u,192.0,2018,End of The Year Game Jam 2nd Edition,0,0,1
,2016-09-05 05:00:00,hyperscope,Winnipeg Library Jam/LD36,5,0,3,2016-08-28 05:00:00,https://www.itch.io/jam/winnipeg-library-jam-ld36,u,192.0,1331,Winnipeg Library Jam/LD36,0,0,1
,2019-04-12 22:00:00,Guillaume Levieux,Procedural JAM @STMN,7,0,3,2019-04-04 22:00:00,https://www.itch.io/jam/procedural-stmn-jam,u,192.0,73,Procedural JAM @STMN,0,0,1
,2018-04-10 05:00:00,UsernameNotTaken1,So-bad-It's-Good jam,7,0,3,2018-04-01 06:00:00,https://www.itch.io/jam/sobaditsgood,u,215.0,152,So-bad-It's-Good jam,0,0,1
,2018-11-09 23:59:59,JestyJam,Solent Spooky Jam,3,0,3,2018-10-31 00:00:00,https://www.itch.io/jam/solent-spooky-jam,u,239.99972222222223,152,Solent Spooky Jam,1,0,1
,2019-05-20 03:59:59,aggroed,Splinterlands.io Game Jam!  $1100 Prize Pool!,19,0,3,2019-05-08 04:00:00,https://www.itch.io/jam/splinterlandsio-game-jam-1000-prize-pool,u,287.9997222222222,6513,Splinterlands.io Game Jam!  $1100 Prize Pool!,13,0,1
,2019-01-01 06:00:00,CDGammons2731,The Stroke of New Year's Midnight Jam,8,0,3,2018-12-20 06:00:00,https://www.itch.io/jam/-the-stroke-of-new-years-midnight-jam,u,288.0,159,The Stroke of New Year's Midnight Jam,0,0,1
,2019-03-24 16:00:00,at37,THE Superheroes and Supervillains Game Jam!,10,0,3,2019-03-11 16:00:00,https://www.itch.io/jam/itsagamejam,u,312.0,657,THE Superheroes and Supervillains Game Jam!,1,0,1
,2017-08-12 06:00:00,PajamaLlama0,Really Difficult Jam,14,0,3,2017-07-30 06:00:00,https://www.itch.io/jam/really-difficult-jam,u,312.0,866,Really Difficult Jam,0,0,1
,2017-10-16 04:00:00,RPI Game Dev Club,October 1st Game Jam-Scramble,4,0,3,2017-10-02 04:38:27,https://www.itch.io/jam/october-1st-game-jam,u,335.3591666666667,0,October 1st Game Jam-Scramble,0,0,1
,2017-01-29 07:59:59,JustKay,A New Year Rainbow Jam,18,0,3,2017-01-15 08:00:00,https://www.itch.io/jam/a-new-year-rainbow-jam,u,335.9997222222222,2452,A New Year Rainbow Jam,0,0,1
,2019-07-02 04:59:59,Todd Mitchell,Jam for Kids,14,0,3,2019-06-18 05:00:00,https://www.itch.io/jam/jam-for-kids,u,335.9997222222222,946,Jam for Kids,0,0,1
