jam_desc_len,jam_no_illustrations,jam_no_videos,jam_url
956,1,0,https://itch.io/jam/cyberpunk-jam
jam_desc_len,jam_no_illustrations,jam_no_videos,jam_url
3600,2,1,https://www.itch.io/jam/procjam2016
jam_desc_len,jam_no_illustrations,jam_no_videos,jam_url
38,1,0,https://itch.io/jam/cyberpunk-jam
