jam_desc_len,jam_name,jam_no_illustrations,jam_no_videos,jam_url
1014,BGSjamXIV,0,0,https://www.itch.io/jam/bgsjamxiv
1893,5th Klagenfurt GameJam,0,0,https://www.itch.io/jam/5th-klagenfurt-gamejam
1491,"Crystal Connections' ""Fantasy Life"" Jam [Prizes]",0,0,https://www.itch.io/jam/crystal-connections-fantasy-jam
1960,Buddy Jam 5,0,0,https://www.itch.io/jam/buddy-jam-5
351,Unity Game Studio,0,0,https://www.itch.io/jam/unity-game-studio
1573,Games for Good 2019,0,0,https://www.itch.io/jam/gamesforgood2019
1433,UDC Jam Week #5 - Minimalistic,1,0,https://www.itch.io/jam/udc-jam-week-5
1653,Bear Jams Fall 2019,0,0,https://www.itch.io/jam/bear-jams-fall-2019
200,2Color Challenge,0,0,https://www.itch.io/jam/2color-challenge
1964,Construct French Game Jam 6,0,0,https://www.itch.io/jam/cfgj6
80,49er Game Jam (Fall 2018),1,3,https://www.itch.io/jam/49ergamejamf2018
3049,The 9 Day Simple Jam!,0,0,https://www.itch.io/jam/the-9-day-simple-jam
334,WinterJam,3,0,https://www.itch.io/jam/winterjam18
372,Medialand Game Jam,0,0,https://www.itch.io/jam/medialand-game-jam
474,IFRJ Game Jam 6,0,0,https://www.itch.io/jam/ifrjam-6
856,New Years Jam 2017,0,0,https://www.itch.io/jam/new-years-jam
568,Nashville Game Jam #2 (Demakes!),1,0,https://www.itch.io/jam/nashville-game-jam-2
5149,ECTOCOMP 2018 (Español),1,0,https://www.itch.io/jam/ectocomp-2018-espaol
636,Unity Spain GameJam,0,0,https://www.itch.io/jam/unityspainjam
438,Game Jam Latinoamerica No.1,0,0,https://www.itch.io/jam/game-jam-latinoamerica-no1
808,Infernal Light Jam,0,0,https://www.itch.io/jam/infernal-light-jam
713,Weekly Hour Game Jam - W29 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam-w29-2017
390,JamNATION - Comiccon,0,0,https://www.itch.io/jam/jam-nation-comiccon
1740,7D3D,0,0,https://www.itch.io/jam/7d3d
1266,UdineGameJam – Myths and legends,0,0,https://www.itch.io/jam/udinegamejam-myths-legends
1965,Ludum Dare 36 Gran Canaria,5,0,https://www.itch.io/jam/ldgc36
107,Big Spooky,0,0,https://www.itch.io/jam/big-spooky-
1866,Last Minute Jam,0,0,https://www.itch.io/jam/last-minute-jam
460,2017 Summer ICT Game Jam,0,0,https://www.itch.io/jam/2017-summer-ict-game-jam
1154,AIE's Alphabet Jam 2019,0,0,https://www.itch.io/jam/aiealphajam19
3733,Become Better at Something Jam,0,0,https://www.itch.io/jam/focus-on-a-weakness-jam
863,Rolling Waves,0,0,https://www.itch.io/jam/rolling-waves
374,1 Hour Bitsy Jam @ UE,0,0,https://www.itch.io/jam/1-hour-bitsy-jam
358,Mechanix Game Jam,0,0,https://www.itch.io/jam/mechanix-game-jame
238,Systemic Game Jam,0,2,https://www.itch.io/jam/systemic-game-jam
127,Universe Game Jam #2,0,0,https://www.itch.io/jam/universe-game-jam
7176,Game Tools Hackathon [8 Bits to Infinity],1,0,https://www.itch.io/jam/game-tools-hackathon
1576,Mini Jam 5 Experimental science,7,1,https://www.itch.io/jam/mini-jam-5th-edition
1570,TOYJam,5,0,https://www.itch.io/jam/toyjam
1671,Code your first game! [game jam],0,0,https://www.itch.io/jam/code-your-first-game-game-jam
926,The Bitsy Breakfast Jam,0,0,https://www.itch.io/jam/the-bitsy-breakfast-jam
1421,GamesFyre first community jam,0,0,https://www.itch.io/jam/gamesfyre-first-community-jam
1023,Progression Mechanics 2017,0,0,https://www.itch.io/jam/progression-mechanics-2017
0,Island Jam V,0,0,https://www.itch.io/jam/island-jam-v
1418,Survive the Game Jam 3,0,0,https://www.itch.io/jam/survive-the-game-jam-3
585,2018 February ICT Game Jam,0,0,https://www.itch.io/jam/2018-february-ict-game-jam
253,2.02 - JamNATION + UNITY,0,0,https://www.itch.io/jam/202-jamnation-unity
990,FEMICOM Game Jam #2: DRESS UP,0,0,https://www.itch.io/jam/femicom-game-jam-2
2097,Tasjam: Election Special,0,0,https://www.itch.io/jam/tasjam3
151,ASM Game Jam 2017,0,0,https://www.itch.io/jam/asm-game-jam-2017
662,Jam Nuit Blanche,0,0,https://www.itch.io/jam/jam-nuit-blanche
2344,IGDA Las Vegas Online Game Jam (OGJ) 02: Electric Boogaloo,2,1,https://www.itch.io/jam/igda-las-vegas-online-game-jam-2
3495,Jam GameCodeur - Septembre 2016,0,0,https://www.itch.io/jam/jam-gamecodeur---septembre-2016
2478,2015 ZXS Retro Game Jam,0,0,https://www.itch.io/jam/2015-zxs-retro-game-jam
1047,Game Jam de Narrativa Interativa,3,0,https://www.itch.io/jam/twine-br-gj
1458,Community Game Jam May 2019,0,0,https://www.itch.io/jam/community-game-jam
2677,#SaveOGL Game Jam,0,0,https://www.itch.io/jam/saveogl-game-jams
1411,Alt Ctrl Game Jam 2015,0,0,https://www.itch.io/jam/altctrl
314,VR Jam,0,0,https://www.itch.io/jam/vr-jam-2019
8146,AIE's Battle for Train Jam 2019,1,0,https://www.itch.io/jam/bftj2019
226,Make A Thing - July 2019,0,0,https://www.itch.io/jam/make-a-thing
1729,Trijam #31: Do you dare to try?,0,1,https://www.itch.io/jam/trijam-31
409,NBG International 2015 - 1 Season,0,0,https://www.itch.io/jam/nbg-inter-2015
1588,"Chronicles GameDev Challenge, Week 11",0,0,https://www.itch.io/jam/chronicles-gamedev-challenge-week-11
973,Meeting Jam 2016,0,0,https://www.itch.io/jam/meeting-jam-2016
2677,8ª Game Jam Santa Maria,0,0,https://www.itch.io/jam/8gjsm
434,Pirate Jam 2018,1,0,https://www.itch.io/jam/pirate-jam-2018
1254,BotecoJAM#04 - Seus inimigos são suas armas,0,0,https://www.itch.io/jam/botecojam04
1244,Thankful Jam,0,0,https://www.itch.io/jam/thankful-jam
1984,Ludum Dare 41 - Winnipeg,0,0,https://www.itch.io/jam/ludum-dare-41-winnipeg
1325,ZGBJAM2,8,0,https://www.itch.io/jam/zgb-jam-2
0,Global Applied Game Jam 2018 at POSTECH,0,0,https://www.itch.io/jam/global-applied-game-jam-2018
2852,GCS JAM 01,3,0,https://www.itch.io/jam/gcs-jam-01
4524,Branching Corpses Jam,7,0,https://www.itch.io/jam/branching-corpses-jam
1572,Cloudberry Jam #1,0,0,https://www.itch.io/jam/cloudberry-jam-1
1231,Game Jam Francophone Episode 4,2,0,https://www.itch.io/jam/game-jam-francophone-episode-4
266,Snail Jam,0,0,https://www.itch.io/jam/snail-jam
185,UAT Workshop Jam,0,0,https://www.itch.io/jam/uat-workshop-game-jam
125,Medieval Times Game Jam,1,0,https://www.itch.io/jam/mtgj
2452,A New Year Rainbow Jam,0,0,https://www.itch.io/jam/a-new-year-rainbow-jam
1596,Les Game Jams du RIJV #2 : Histoires Personnelles,0,0,https://www.itch.io/jam/les-game-jams-du-rijv-2-histoires-personnelles
240,BlendingJam19,0,0,https://www.itch.io/jam/blendingjam19
285,Gamemaker Jam : February,0,0,https://www.itch.io/jam/gamemaker-jam--february
545,Definitely Not A Metroid Game (Jam),0,0,https://www.itch.io/jam/metroid-clone-jam
34,Athens Game Jam 2019,1,0,https://www.itch.io/jam/athens-game-jam-2019
708,Weekly Hour Game Jam - W14 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w14-2017
762,BGSjam XV: Mistakes Were Made,0,0,https://www.itch.io/jam/bgsjamxv
1722,Trijam #29: Do you dare to try?,0,1,https://www.itch.io/jam/trijam-29
133,"UW-Stout IGDA 48 Hour Game Jam, Fall 2019",0,0,https://www.itch.io/jam/uwgamejamfall2019
1538,Game Jam Francophone Episode 5 part 2,1,0,https://www.itch.io/jam/game-jam-francophone-episode-5-part-2
1191,$100 Prize! Ultimate Jamming Championship #1!,0,0,https://www.itch.io/jam/100-prize-ultimate-jamming-championship-1
1987,UE4.20,0,0,https://www.itch.io/jam/420
661,Geek Cave Game Jam 2018,0,1,https://www.itch.io/jam/geek-cave-game-jam-2018
151,Classical 8-Bit RPG,0,0,https://www.itch.io/jam/classical-8-bit
1253,Writers Summer 2019,0,0,https://www.itch.io/jam/writers-summer-2019
213,Summer Random Game Jam,1,0,https://www.itch.io/jam/summer-random
2030,Post Grind Jam #3,0,0,https://www.itch.io/jam/post-grind-jam3
168,Gamemaker Jam (unofficial),0,0,https://www.itch.io/jam/gamemakerjam
714,Weekly Hour Game Jam - W27 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam-w27-2017
1818,Ludum Dare 37 Gran Canaria,5,0,https://www.itch.io/jam/ldgc37
282,2.01 - JamNATION + iThrive Games,0,0,https://www.itch.io/jam/201-jamnation-ithrive-games
1467,Slug Jam 1,0,0,https://www.itch.io/jam/slug-jam-1
2046,Shayla Games - VR Jam,1,0,https://www.itch.io/jam/shaylagames2015
3369,Meow-y Snow Season GameCraft,0,0,https://www.itch.io/jam/meow-y-snow-season-gamecraft
499,Rage Game Jam,1,0,https://www.itch.io/jam/ragegamejam
728,Weekly Hour Game Jam - W13 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w13-2017
1797,Learn a Tool or Technique Jam,0,0,https://www.itch.io/jam/learn-a-tool-or-technique-jam
627,Twine Tuesday (Mystery),0,0,https://www.itch.io/jam/twine-tuesday
1934,The Great Steampunk Game Jam,0,0,https://www.itch.io/jam/the-great-steampunk-game-jam
682,Mermelada de leyendas 2,0,0,https://www.itch.io/jam/mermelada-de-leyendas-2
2553,April Rainbow Jam 2018,0,0,https://www.itch.io/jam/april-rainbow-jam-2018
271,SPLASH 2017,0,0,https://www.itch.io/jam/splash-2017
728,Weekly Hour Game Jam - W16 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w16-2017
153,ASM Game Jam 2018,0,0,https://www.itch.io/jam/asm-game-jam-2018
396,Average Day in Life,0,0,https://www.itch.io/jam/ordinarylifesimulation
181,Simulator Jam,0,0,https://www.itch.io/jam/simulatorjam
644,Trashy Game Jam 2016,0,0,https://www.itch.io/jam/trashy-game-jam-2016
1111,Tasjam 2015,0,0,https://www.itch.io/jam/tasjam-2015
828,Submarine Jam,0,0,https://www.itch.io/jam/submarine-jam
2878,Boteco JAM #2,0,0,https://www.itch.io/jam/botecojam2
303,KSU 3rd Annual Invitational Game Jam,0,0,https://www.itch.io/jam/ksu-3rd-annual-invitational-game-jam
5164,UAT Summer Game Jam 2019,0,0,https://www.itch.io/jam/uat-summer-game-jam-2019
3017,Lisp Game Jam 2017 (Hard Mode),0,0,https://www.itch.io/jam/lisp-game-jam-2017-hard-mode
2552,100 Button Game Jam,1,0,https://www.itch.io/jam/100-button-game-jam
1534,Teacart 1k,2,0,https://www.itch.io/jam/teacart-1k
753,1st AAU Winter Game Jam,0,0,https://www.itch.io/jam/1st-aau-winter-game-jam
1555,Weekly Rainbow Jam - Week 6,0,0,https://www.itch.io/jam/weekly-rainbow-jam-6
476,Am I Real? Jam,0,0,https://www.itch.io/jam/am-i-real-jam
6513,Splinterlands.io Game Jam!  $1100 Prize Pool!,13,0,https://www.itch.io/jam/splinterlandsio-game-jam-1000-prize-pool
3603,II MOLAB Gamejam,2,0,https://www.itch.io/jam/ii-molab-gamejam
1444,Zero Hour Game Jam 2019,1,0,https://www.itch.io/jam/zero-hour-game-jam-2019
715,Weekly Hour Game Jam - W22 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w22-2017
291,Lewd jam,0,0,https://www.itch.io/jam/lewd-jam
1572,Brainf*ck game jam,0,0,https://www.itch.io/jam/brainfck-game-jam
3224,Puerto Rico Online Game Jam 2019,0,0,https://www.itch.io/jam/prgd-2019
4459,Galway Game Jam 5,0,0,https://www.itch.io/jam/galwaygamejam5
0,MGA game jam 2018,0,0,https://www.itch.io/jam/mga-game-jam-2018
0,Digital Night Jam,0,0,https://www.itch.io/jam/digital-night-jam
1289,"Once upon a time, Rick and Morty",1,0,https://www.itch.io/jam/onceuponatimerickandmorty1
979,Vulcan Jam,0,0,https://www.itch.io/jam/vulcanjam
5423,Homa Games Monthly Game Jam,0,0,https://www.itch.io/jam/hg-monthly-jam-02
682,A MAZE. Train Jam South Africa,0,0,https://www.itch.io/jam/a-maze-train-jam-south-africa
9134,"Canciones del desierto, la tormenta y el mar",0,0,https://www.itch.io/jam/canciones-del-desierto-la-tormenta-y-el-mar
297,Anything Chrismas,0,0,https://www.itch.io/jam/anything-chrismasy-
1060,Trijam #6 Do you dare to try?,0,2,https://www.itch.io/jam/trijam-6
1095,COMO Game Jam 3,1,0,https://www.itch.io/jam/como-game-jam-3
362,r/Vive Winter's End Game Jam,0,0,https://www.itch.io/jam/rvive-winters-end-game-jam
209,IGI Community Game Jam 1,0,0,https://www.itch.io/jam/igi-1
2291,Post Grind Jam  #4,0,0,https://www.itch.io/jam/post-grind-jam4
708,Weekly Hour Game Jam - W1 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w1-2017
1660,Song Jam 2019,0,1,https://www.itch.io/jam/song-jam-1
3931,Flip the Script,0,0,https://www.itch.io/jam/flip-the-script-jam
2072,May Rainbow Jam 2019,0,0,https://www.itch.io/jam/may-rainbow-jam-2019
2612,Age of Empires 2 Scenario Editor Game Jam (With prizes),0,0,https://www.itch.io/jam/age-of-empires-2
463,12HJam 2,0,0,https://www.itch.io/jam/12hjam-2
1042,Livre Game Jam 2019,1,0,https://www.itch.io/jam/live-game-jam-2019
151,GDK Spring Jam 2019,0,0,https://www.itch.io/jam/gdk-spring-jam-2019
1070,Indie Galactic Space Jam,1,0,https://www.itch.io/jam/indiegalactic
702,Weekly Hour Game Jam - W19 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w19-2017
0,GGJ Nashville 2017,0,0,https://www.itch.io/jam/ggj-nashville-2017
1535,DCJAM 2016 - Dreamcast Homebrew GameJam,0,0,https://www.itch.io/jam/dcjam-2016
1336,PixelGameDevJam,0,0,https://www.itch.io/jam/pixelgamedevjam
1611,1 HOUR JAM - Challenge de la semaine UNLEASHED,0,0,https://www.itch.io/jam/1-hour-gda-challenge
922,SAE Brisbane Games - Studio 1 - 17T3 - Wherefore Art Thou?,0,0,https://www.itch.io/jam/sae-brisbane-games-studio-1-17t3-wherefore-art-thou
562,4 Hour Jam #4,0,0,https://www.itch.io/jam/4-hour-jam-4
1677,SipsJam 2016,0,0,https://www.itch.io/jam/sipsjam-2016
1301,Survive the Game Jam 2,0,0,https://www.itch.io/jam/survive-the-game-jam-2
885,Game Dev Fanatics #1 - Game Jam,0,0,https://www.itch.io/jam/game-dev-fanatics-1-game-jam
3936,Playmaker Game Jam 2019,1,0,https://www.itch.io/jam/playmaker2019
193,Roguelike Caos #1,0,0,https://www.itch.io/jam/roguelike-caos
259,SPJam 2017,0,0,https://www.itch.io/jam/spjam17
786,Giant ROM,0,0,https://www.itch.io/jam/giantrom
1759,Fambruary 14th Jam,0,0,https://www.itch.io/jam/fambruary-14th-jam
5668,7ª Game Jam UNIVALI,1,0,https://www.itch.io/jam/7-game-jam-univali
902,LISA: The Pointless Modjam,0,0,https://www.itch.io/jam/lisa-the-pointless-modjam
1688,Trijam #13,0,1,https://www.itch.io/jam/trijam-13
1298,Game Jam Francophone Episode 7,1,0,https://www.itch.io/jam/game-jam-francophone-episode-7
1722,Trijam #27 Do you dare to try?,0,1,https://www.itch.io/jam/trijam-27
479,Gamecodeur Atelier #2 : Programmer un jeu de type Shoot’em up,0,0,https://www.itch.io/jam/gamecodeur-atelier-2
1531,Medio Ambiente-Conservación de especies,0,0,https://www.itch.io/jam/conservaciondeespecies
272,Storyless Story,0,0,https://www.itch.io/jam/storyless-story
1214,Total Recall - The DOS Games Tribute Jam,0,0,https://www.itch.io/jam/total-recall-the-dos-games-tribute-jam
560,BILLY BOUNCER JAM,2,0,https://www.itch.io/jam/billy-bouncer
2048,Gamecraft!2017,0,0,https://www.itch.io/jam/gamecraft2017
577,Roll Camera,0,0,https://www.itch.io/jam/roll-camera
60,Kiss Your Teacher Game Jam 2019 #KYT5,0,0,https://www.itch.io/jam/kiss-your-teacher-game-jam-2019-kyt5
1578,2nd Winter Game Jam,0,0,https://www.itch.io/jam/2nd-winter-game-jam
1710,libGDX Jam October 2019,0,1,https://www.itch.io/jam/libgdx-jam-october-2019
846,VAN Jam July 2016,0,0,https://www.itch.io/jam/van-jam-july-2016
1838,Bloody Jam,0,0,https://www.itch.io/jam/bloody-jam
2097,The Winter Holiday Gift Gamejam,0,0,https://www.itch.io/jam/winter-jam-2017
270,Pixel platform JAM,0,0,https://www.itch.io/jam/pixel-platform-jam
1659,Make-A-Thing Jan 2017,0,0,https://www.itch.io/jam/make-a-thing-jan-2017
608,Ceci n'est pas un jeu 2019,0,0,https://www.itch.io/jam/ceci-nest-pas-un-jeu-2019
2013,9 Day Idle/Clicker Jam,0,0,https://www.itch.io/jam/9-day-idle-clicker-jam
3010,Trijam #40: A 3 hour game jam,0,0,https://www.itch.io/jam/trijam-40
1785,"The Organising at Work Game ""Jam""",0,0,https://www.itch.io/jam/organising-at-work
2277,Biodesign and the City!,0,0,https://www.itch.io/jam/biodesign-and-the-city
4753,Galway Game Jam 7,0,0,https://www.itch.io/jam/galwaygamejam7
213,Gameboy Jam,0,0,https://www.itch.io/jam/gbstudio-jam
1655,Unity vs Unreal vs Godot: The Threeway Battle (Season 3),0,0,https://www.itch.io/jam/threewaybattle
736,Great British Summer Jam,0,0,https://www.itch.io/jam/great-british-summer-jam
498,STL Scatterjam 2016,0,0,https://www.itch.io/jam/stlscatterjam2016
1134,Magical Realism Jam,0,0,https://www.itch.io/jam/magical-realism-jam
810,POEM HAM NOW,0,0,https://www.itch.io/jam/poem-ham-now
713,Weekly Hour Game Jam - W25 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w25-2017
594,Half Hour Game Jam,0,0,https://www.itch.io/jam/half-hour-game-jam
839,Odd Weekend Game Jam 17,1,0,https://www.itch.io/jam/odd-weekend-game-jam-17
605,Fire Jam,0,0,https://www.itch.io/jam/fire-jam
1486,Smartphones & Mouvements,0,1,https://www.itch.io/jam/smartphones--mouvements
2197,I San Valero Game Jam,0,0,https://www.itch.io/jam/sanvalerogamejam2018
2649,Trijam #34: A 3 hour game jam,0,1,https://www.itch.io/jam/trijam-34
943,BGSjam 11,0,0,https://www.itch.io/jam/bgsjam-11
1911,JamNATION - Opéra de Montréal,0,0,https://www.itch.io/jam/jam-nation-opera
3827,The Krass-N.G. Jam 7!,0,0,https://www.itch.io/jam/krassjam7
267,2016 Athens Game Jam,0,0,https://www.itch.io/jam/2016-athens-game-jam
1631,Spooky Jam 3: GLITCH,0,0,https://www.itch.io/jam/spooky-jam-3
351,Electric Eyebat - Just For Fun Halloween Game Jam,0,0,https://www.itch.io/jam/electric-eyebat-halloween
408,BBQ Game Jam 2018,0,0,https://www.itch.io/jam/bbq-game-jam-2018
2137,Bootleg Extra Jam,0,0,https://www.itch.io/jam/bootleg-extra-credits-jam
345,GAMERella 2017,0,0,https://www.itch.io/jam/gamerella17
3275,IDB JAM #1,1,0,https://www.itch.io/jam/idb-jam-1
1028,PGG JAM: All Play - Accessibility Vol 3,0,0,https://www.itch.io/jam/pgg-jam-all-play-accessibility-vol-3
1325,Jamvember 2018,0,0,https://www.itch.io/jam/jamvember2018
2436,UAT Founder's Game Jam 2019,0,0,https://www.itch.io/jam/uat-founders-game-jam-2019
705,Halloween Game Jam 2017,0,0,https://www.itch.io/jam/halloween-game-jam-2017
6521,void Start() { Play( GameJam();,1,1,https://www.itch.io/jam/void-start-play
838,Weekly Hour Game Jam - W23 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w23-2017
1484,Elm Game Jam / February — Safety,0,0,https://www.itch.io/jam/elm-game-jam-feb-2018
3388,2# Mesa de Papelão,0,0,https://www.itch.io/jam/2-mesa-de-papelo
1572,Unity3D en Español - Game Jam 2018,0,0,https://www.itch.io/jam/unity-spanish-gamejam-2k18
1826,sixdayjam,0,0,https://www.itch.io/jam/sixdayjam
1757,Motor City June Jam,0,0,https://www.itch.io/jam/motor-city-june-jam
1666,Cursed!!!,0,0,https://www.itch.io/jam/cursed
1829,Unity3D en Español - Game Jam: Muerte Instantánea,0,0,https://www.itch.io/jam/unity3despanol-gamejam2
846,Game Jam - Ludifier la ville,0,0,https://www.itch.io/jam/gamejam-ludifier-la-ville
1392,Will Gem Jam 1,4,1,https://www.itch.io/jam/will-gem-jam1
2271,Emotional (Digital) Mecha Jam,0,0,https://www.itch.io/jam/emotional-digital-mecha-jam
8293,August 2016 Lisp Game Jam,0,0,https://www.itch.io/jam/august-2016-lisp-game-jam
283,Kansas State University Annual Game Jam 2019,0,0,https://www.itch.io/jam/kansas-state-university-annual-game-jam-2019
3003,Git Together 1,1,0,https://www.itch.io/jam/git-together-1
2259,Vertex Jam,1,0,https://www.itch.io/jam/vertex-jam
319,Sidescroller Game Jam,0,0,https://www.itch.io/jam/sidescroller-game-jam
3240,STONER GAMES GAME JAM,1,0,https://www.itch.io/jam/stonergames
559,Punk Jam,0,0,https://www.itch.io/jam/punkjam
388,HKJ Game Jam #2,3,0,https://www.itch.io/jam/hkj-game-jam-2
1234,More Is Better Jam,0,0,https://www.itch.io/jam/moreisbetter
707,Pride Month Jam,0,0,https://www.itch.io/jam/pride-month-jam
1037,January Retro Jam,0,0,https://www.itch.io/jam/january-retro-jam
587,Goose James,1,0,https://www.itch.io/jam/goose-james
1144,Quad Jam Spring 2019,5,0,https://www.itch.io/jam/quad-jam-spring
569,GrimJam,5,0,https://www.itch.io/jam/grimjam
891,Leave No Stone Unturned (Idiom Game Jam),0,0,https://www.itch.io/jam/idiomgamejam
322,First game jam,0,0,https://www.itch.io/jam/first-game-jam
407,The Local Multiplayer Jam,0,0,https://www.itch.io/jam/the-local-multiplayer-jam
18453,JamForLeelah,21,2,https://www.itch.io/jam/jamforleelah
128,Dust-Off Jam,2,0,https://www.itch.io/jam/dust-off-jam
2742,French Game Jam #4 (Récompenses),0,0,https://www.itch.io/jam/french-game-jam-4
46,Game Rodeo,0,0,https://www.itch.io/jam/game-rodeo
1708,JamNATION - Camp Papillon,0,0,https://www.itch.io/jam/jamnation-camp-papillon
1367,“MIND ‹RE› SET”: 이주와 통합에 대한 디지털적 접근,0,0,https://www.itch.io/jam/mind-re-set-
3993,I MOLAB Gamejam,2,0,https://www.itch.io/jam/molab-gamejam1
1148,Improve My Game Jam #5,1,0,https://www.itch.io/jam/imgj5
797,Games For Our Future Game Jam 2019,0,0,https://www.itch.io/jam/games-for-our-future-game-jam-2019
3364,Sonora Game Jam 2018,0,0,https://www.itch.io/jam/sonora-game-jam-2018
597,Dream Jam 2017,1,0,https://www.itch.io/jam/dream-jam-2017
318,Cat and Octopus Jam,0,0,https://www.itch.io/jam/cat-and-octopus-jam
377,GAMERella 2015,0,0,https://www.itch.io/jam/gamerella2015
3579,ECTOCOMP: La Petite Mort,0,0,https://www.itch.io/jam/ectocomp17lpm
1470,Weekly Rainbow Jam - Week 5,0,0,https://www.itch.io/jam/weekly-rainbow-jam-5
232,Beginner Jam,0,0,https://www.itch.io/jam/beginner-jam
498,honk  pageant,1,0,https://www.itch.io/jam/honk-honk-pageant
1763,Make-A-Thing Jan 2019,0,0,https://www.itch.io/jam/make-a-thing-jan-2019
707,Weekly Hour Game Jam - W21 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w21-2017
1176,Improve My Game Jam #4,1,0,https://www.itch.io/jam/imgj4
396,AlphaLab Winter Slow-Jam Showcase,0,0,https://www.itch.io/jam/alphalab-winter-slow-jam-showcase
852,Jamvember,0,0,https://www.itch.io/jam/jamvember
705,Weekly Hour Game Jam - W18 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w18-2017
637,Squeaky Clean Game Jam,0,0,https://www.itch.io/jam/squeaky
922,GGJ 2019 Unisinos,1,0,https://www.itch.io/jam/ggj19-unisinos
2073,Paranormal Studios -Writer's Jam-,1,0,https://www.itch.io/jam/paranormal-studios--writers-jam-
2426,Game Jam Done Quick 2,0,0,https://www.itch.io/jam/game-jam-done-quick-2
359,NES Retro Jam,0,0,https://www.itch.io/jam/nes-retro-jam
816,Gift Jam,0,0,https://www.itch.io/jam/gift-jam
2884,Hidden Meaning Jam,3,0,https://www.itch.io/jam/hidden-meaning-jam
2413,"Scratch Jam 2018 - Topic is ""Evolution""",0,0,https://www.itch.io/jam/scratch-jam-2018
1001,Furry Game Jam 2019,0,0,https://www.itch.io/jam/furry-game-jam-2019
766,This Summer Jam,0,0,https://www.itch.io/jam/this-summer-jam
780,"""Women are too hard to animate"" jam",1,0,https://www.itch.io/jam/wathtajam
2635,French Game Jam #5 (Récompenses),0,1,https://www.itch.io/jam/french-game-jam-5
263,AGDG Microgame Jam,1,0,https://www.itch.io/jam/agdg-microgame-jam
769,Indie Galactic Space Jam 2016,2,0,https://www.itch.io/jam/indiegalactic2016
717,Weekly Hour Game Jam - W4 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w4-2017
494,Living in an incremental game game jam,0,0,https://www.itch.io/jam/living-in-an-incremental-game-game-jam
2426,Les Game Jams du RIJV #1: Cassons les clichés !,0,0,https://www.itch.io/jam/les-game-jams-du-rijv-1-cassons-les-clichs-
0,Art Game Jam,0,0,https://www.itch.io/jam/art-game-jam
686,LGBT Writing Jam 2018!,0,0,https://www.itch.io/jam/lgbt-writing-jam-2018
931,Abandoned Game Jam #2,1,0,https://www.itch.io/jam/abandoned-game-jam-2
606,STL Scatterjam 2015,0,0,https://www.itch.io/jam/stlscatterjam2015
414,BBQ Game Jam'16,0,0,https://www.itch.io/jam/bbq-game-jam16
344,IGDA Becker Chapter Halloween Jam 2019,0,0,https://www.itch.io/jam/igda-becker-chapter-halloween-jam-2019
720,Weekly Hour Game Jam - W10 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam---w10-2017
1433,Optical Jam #6,2,0,https://www.itch.io/jam/optical-jam-6
568,Evil Jam,0,0,https://www.itch.io/jam/evil
918,PUBLIC DOMAIN 1923 REMIX JAM,0,0,https://www.itch.io/jam/pd1923-remix-jam
1392,Indie Dev Jam en Español #6,0,0,https://www.itch.io/jam/indie-dev-jam-es-6
3884,Survive the Game Jam 4,0,0,https://www.itch.io/jam/survive-the-game-jam-4
1119,Eko Game Jam,0,0,https://www.itch.io/jam/eko-game-jam
648,Food Jam!,0,0,https://www.itch.io/jam/food-jam
351,Short and Easy Jam,0,0,https://www.itch.io/jam/short-and-easy-jam
6031,Input Optional Jam,0,0,https://www.itch.io/jam/input-optional-jam
1125,Pixel Weekend Jam #1,0,0,https://www.itch.io/jam/pixel-weekend-jam-1
43,Ludum Dare 45 Moldova,0,0,https://www.itch.io/jam/ludum-dare-45-moldova
1256,WikiHow Dreams Jam,5,0,https://www.itch.io/jam/wikihow-dreams-jam
822,The Imperfect Jam,0,0,https://www.itch.io/jam/the-imperfect-jam
185,Whaaat!? the Shmup!?,0,0,https://www.itch.io/jam/whaaat-jam
1702,Winnipeg Game Jam 2016,0,0,https://www.itch.io/jam/winnipeg-game-jam-2016
495,2019 Winter ICT Game Jam,0,0,https://www.itch.io/jam/2019-winter-ict-game-jam
573,2D Shooter Jam #1,0,0,https://www.itch.io/jam/2d-shooter-
1459,UAT Founder's Game Jam 2018,0,0,https://www.itch.io/jam/uat-founders-game-jam-2018
531,Untitled Game Jam #8,0,0,https://www.itch.io/jam/untitled-game-jam-8
5696,6ª Game Jam UNIVALI,1,0,https://www.itch.io/jam/6-game-jam-univali
1748,The Haunted PS1 Halloween Jam,0,0,https://www.itch.io/jam/the-haunted-ps1-halloween-jam
407,Weird game jam,0,0,https://www.itch.io/jam/weird-game-jam
2407,Game Dev Network: Apple Jam,1,0,https://www.itch.io/jam/game-dev-network-apple-jam
