jam_desc_len,jam_name,jam_no_illustrations,jam_no_videos,jam_url
1945,Haunted House Jam,0,0,https://www.itch.io/jam/haunted-house-jam
303,IGDA Becker Chapter Social Business Jam 2018,0,0,https://www.itch.io/jam/igda-becker-yunus-jam
2680,9 Day Thinking Jam,0,0,https://www.itch.io/jam/9-day-thinking-jam
811,Work Jam,0,0,https://www.itch.io/jam/work-jam
2191,After Hours Game Dev : Global Game Jam 2019,0,0,https://www.itch.io/jam/after-hours-global-game-jam-2019
630,W3 Game Jam (y18w40),0,0,https://www.itch.io/jam/w3-game-jam-y18w40
829,Unicorn Game Jam 2018,0,0,https://www.itch.io/jam/unicorn-game-jam-2018
137,Food Jam,0,0,https://www.itch.io/jam/foodjam
2668,The Constraints Jam,0,0,https://www.itch.io/jam/constraintsjam
877,Tabled Questions,0,0,https://www.itch.io/jam/tabled-questions
848,Game from an Image,1,0,https://www.itch.io/jam/game-from-an-image
361,Wild West Jam,0,0,https://www.itch.io/jam/maybe-wild-west-jam-wat
724,DGD Game Jam,0,0,https://www.itch.io/jam/dgd-jam
31,Game Jam Argentina #2,3,1,https://www.itch.io/jam/gja2
1370,Novelas visuales,3,0,https://www.itch.io/jam/novelas-visuales
357,Light Jam,0,0,https://www.itch.io/jam/light-jam
0,Kiwi Game Jam - Wellington 2016,0,0,https://www.itch.io/jam/kiwi-game-jam-wellington-2016
1426,UJamMe,0,0,https://www.itch.io/jam/u-jam-me
613,Delthor Jam #4,0,0,https://www.itch.io/jam/delthor-jam-4
902,UL Game Jam 2,0,0,https://www.itch.io/jam/ul-game-jam-2
2746,Card game jam,0,0,https://www.itch.io/jam/card-game-jam-18
1152,GAMMANET Game Jam #2,0,0,https://www.itch.io/jam/gammanet-game-jam-2
491,TASJAM LITE,0,0,https://www.itch.io/jam/tasjam-lite
44,Babycastles Partab Ramchand Ren'Py Jam,0,0,https://www.itch.io/jam/partab-ramchand-renpy-
339,SPPRO Discord GameJam 3,0,0,https://www.itch.io/jam/sppro-discord-gamejam-3
775,Casual Fortnight 3,0,0,https://www.itch.io/jam/casual-fortnight-3
792,Unconventional Incremental Game Jam,0,0,https://www.itch.io/jam/unconventional-incremental-game-jam
92,Old Software Jam,0,1,https://www.itch.io/jam/old-software-jam
763,TLP Winter Jam,0,0,https://www.itch.io/jam/tlp-winter-jam
418,QR Desktop Jam,1,0,https://www.itch.io/jam/qr-jam
1014,FlipJam,0,0,https://www.itch.io/jam/flipjam
1532,Alpha jam - 1 (PT-BR),1,0,https://www.itch.io/jam/alpha-jam-1
0,One Button Game Jam,1,0,https://www.itch.io/jam/one-button-game-jam
622,Game Jam Santo Domingo 2015,0,0,https://www.itch.io/jam/gamejamsd2015
657,Dialogue!,0,0,https://www.itch.io/jam/dialoguejam
687,Game Jam Takahashi 2019,0,0,https://www.itch.io/jam/game-jam-takahashi-2019
376,FPS Mini Jam,0,0,https://www.itch.io/jam/fps-mini-jam-zenethhosted
257,JamMonclovaMX 2017,0,0,https://www.itch.io/jam/jammonclova-2017
1428,KinderJam,0,0,https://www.itch.io/jam/kinderjam01
695,Even Weekend Game Jam 8,1,0,https://www.itch.io/jam/even-weekend-game-jam-8
733,Tubecon x ETPA Game Jam,1,0,https://www.itch.io/jam/tubecon-etpa
1951,Buddy Jam 7,0,0,https://www.itch.io/jam/buddy-jam-7
3896,GAME JAMuary 2.0,0,1,https://www.itch.io/jam/2ndgame-jamuary
891,Bitgem Game Jam #9,3,0,https://www.itch.io/jam/bitgem-game-jam-9
4843,Tasjam Utopia,0,0,https://www.itch.io/jam/tasjam4
1774,Weekly Rainbow Jam 8,0,0,https://www.itch.io/jam/weekly-rainbow-jam-8
357,6 Hour Game Jam,0,0,https://www.itch.io/jam/6hourgamejam
713,Weekly Hour Game Jam - W31 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam-w31-2017
142,Impact Jam #3 : Gender Equality,0,0,https://www.itch.io/jam/impactjam3
383,Virtual Game Jam 2016,0,0,https://www.itch.io/jam/virtual-game-jam-2016
1620,End Of Summer Game Jam,0,0,https://www.itch.io/jam/end-of-summer
1168,IDENTITY GAME JAM,0,0,https://www.itch.io/jam/identity-game-jam
1212,EGX Student Game Jam 2019,0,0,https://www.itch.io/jam/egx-student-game-jam-2019
0,"Game Jam ""Semana""",0,0,https://www.itch.io/jam/game-jam-semana
0,IN.GAME Jam 2016,0,0,https://www.itch.io/jam/ingame-jam-2016
254,Wild Game Jam,0,0,https://www.itch.io/jam/wild-game-jam
1031,Trijam #4,0,2,https://www.itch.io/jam/trijam-4
694,New Year Party,3,0,https://www.itch.io/jam/new-year-party
401,Pix & Bits Jam 19,0,0,https://www.itch.io/jam/pix-bit-jam-19
557,PNGE jam - Processing No Game Engine jam #02,0,0,https://www.itch.io/jam/pnge02
1446,Unicorn Game Jam,1,0,https://www.itch.io/jam/unicorn-game-jam
325,RPG Game Jam - Hard Narrative,0,0,https://www.itch.io/jam/rpg-maker-narrative
401,Through the Fire and The Games - Last Minute Jam,0,0,https://www.itch.io/jam/last-minute
101,Lore of Platformers,0,0,https://www.itch.io/jam/lopftweetit
107,WWU JAM SPRING '19,0,0,https://www.itch.io/jam/wwu-jam-spring-19
127,2018 jam,1,0,https://www.itch.io/jam/2018-jam
1931,SGJ7,0,0,https://www.itch.io/jam/sgj7
526,Game Jam Monthly - November 2018,0,0,https://www.itch.io/jam/game-jam-monthly-november-2018
123,Create Jam Spring 2016,0,0,https://www.itch.io/jam/createjam
975,O Breakout! My Breakout!,2,0,https://www.itch.io/jam/o-breakout-my-breakout
277,Vaporwave Jam,1,0,https://www.itch.io/jam/vaporwave-jam
190,Plenlogue Jam,0,0,https://www.itch.io/jam/plenlogue-jam
248,POP UP JAM,3,0,https://www.itch.io/jam/pop-up-jam
719,Single Awareness Jam,0,0,https://www.itch.io/jam/single-awareness-jam
740,Blam! Jam #1,0,0,https://www.itch.io/jam/blam-jam
3729,The 500€ FAtiMA’s Jam,0,0,https://www.itch.io/jam/fatima-jam
757,Giant ROM Zero,0,0,https://www.itch.io/jam/giantromzero
1293,"IEU Game Lab ""Welcome"" Jam",0,0,https://www.itch.io/jam/ieu-game-lab-welcome-jam
478,Little People Game Jam #4,0,0,https://www.itch.io/jam/little-people-game-jam-4
50,#EPJam3,0,0,https://www.itch.io/jam/epjam3
1356,Let's Make Typing Games Jam 2017,0,0,https://www.itch.io/jam/typing-games-jam-2017
615,NNNIKKI Jam,0,1,https://www.itch.io/jam/nnnikki-jam
238,Paul Valéry in Game,0,0,https://www.itch.io/jam/paul-valry-in-game
64,Game Jam 2016 @fh salzburg,0,0,https://www.itch.io/jam/game-jam-fhs-2016
1079,Game Jam Analógica,0,0,https://www.itch.io/jam/game-jam-analogica
0,"AlphaLab Game Jam 2, return of the Jaminator!",0,0,https://www.itch.io/jam/alpha-lab-jaminator-jam
425,Games Factory 4KB Jam,0,0,https://www.itch.io/jam/games-factory-4kb-jam
962,Make it in a blender(Blender Game Jam),0,0,https://www.itch.io/jam/make-it-in-a-blender
1489,RPG Maker Game Jam,0,0,https://www.itch.io/jam/rpg-maker-game-jam
3532,CometJam 3,2,0,https://www.itch.io/jam/cometjam-3
967,GDA Game Jam #1,1,0,https://www.itch.io/jam/gda-game-jam-1
416,Fuse Jam 2,0,0,https://www.itch.io/jam/fusejam2
1147,One Game Jam,0,0,https://www.itch.io/jam/one-game
4895,GCO Game Jam 2019,1,0,https://www.itch.io/jam/gco-game-jam-2019
887,One Click Jam,0,0,https://www.itch.io/jam/one-click-jam
3364,Centro de Cultura Digital: Mermelada de mesa,0,0,https://www.itch.io/jam/mermelada-de-mesa
2695,CarlJam 2019,0,0,https://www.itch.io/jam/carljam
891,Intellivision Jam #2,0,0,https://www.itch.io/jam/intellivision2
1647,A Game A Day JAM,0,0,https://www.itch.io/jam/a-game-a-day-jam
3184,IRXJam 16,0,0,https://www.itch.io/jam/irxjam16
1426,Procrastination Jam,0,0,https://www.itch.io/jam/procrastination-jam
22,Censorship Game Jam,0,0,https://www.itch.io/jam/censorship-game-jam
496,2019 Summer ICT Game Jam,0,0,https://www.itch.io/jam/ict-game-jam-2019-summer
1997,June Bug Rainbow Jam,0,0,https://www.itch.io/jam/june-bug-rainbow-jam
822,Extra Jam! 2015,0,0,https://www.itch.io/jam/extra24
1102,Game Jam I-Feel,0,0,https://www.itch.io/jam/game-jam-i-feel
1112,Atonement Jam,0,0,https://www.itch.io/jam/atonement-jam
464,"Adaweek, Twine initiation for everyone",0,0,https://www.itch.io/jam/adaweektwine-initiation
878,Mismatched Jam,0,0,https://www.itch.io/jam/mismatched-jam
1189,Art Design Kompet (for graphic designers) #1,2,0,https://www.itch.io/jam/art-design-kompet-1
10720,Ability Game Jam,1,0,https://www.itch.io/jam/ability-game-jam
291,Windows Forms Jam,0,0,https://www.itch.io/jam/windows-forms-jam
792,Un Juego al mes - Bestiario y super héroes retirados,0,0,https://www.itch.io/jam/reto-indie-febrero
304,Kid Jam,0,0,https://www.itch.io/jam/kid-jam
990,FEMICOM Game Jam #3: Scribbles,0,0,https://www.itch.io/jam/femicom-game-jam-3
483,Inspirations Jam,0,0,https://www.itch.io/jam/inspirations-drive
1951,Flash Game Jam,1,0,https://www.itch.io/jam/flash-game-jam
226,DemoJam -   Submit your Demos here!,0,0,https://www.itch.io/jam/DemoJam
259,WWUJAM Fall '18,0,0,https://www.itch.io/jam/wwujam-fall-18
643,ThanksJamming,0,0,https://www.itch.io/jam/thanksjamming
1123,AIE End of Year Game Jam 2018,0,0,https://www.itch.io/jam/aieeoy2018
632,Criação de Jogos Arte #1,0,0,https://www.itch.io/jam/criao-de-jogos-arte-1
1398,MascotJam,0,0,https://www.itch.io/jam/mascotjam
271,UVic Summer Freedom Game Jam,0,0,https://www.itch.io/jam/summer-freedom-game-jam
1364,NotMoeJam #6 - Transfer,0,0,https://www.itch.io/jam/notmoejam-6
1697,RGD Game Jam: Part III,0,0,https://www.itch.io/jam/rgd-game-jam-part-iii
954,Aula Arcade Jam 7,0,0,https://www.itch.io/jam/aula-arcade-jam-7
1389,AmiGameJam,0,0,https://www.itch.io/jam/amigamejam
209,Wumpus Jam,0,0,https://www.itch.io/jam/wumpusjam
862,Odd Week Long Game Jam,1,0,https://www.itch.io/jam/odd-week-long-game-jam
632,Almond Jam,0,0,https://www.itch.io/jam/almond-jam
2247,Qazi Jam 10,0,0,https://www.itch.io/jam/qazijam10
276,Pocket Jam 1,0,0,https://www.itch.io/jam/pocketjam1
518,Autism Awareness Jam 2,0,0,https://www.itch.io/jam/autism-awareness-jam-2
871,IcyJam 1,0,0,https://www.itch.io/jam/icyjam-1
752,Tiny Metroidvania Jam,0,0,https://www.itch.io/jam/tiny-metroidvania-jam
1125,"Voxajam 2019 - ""So Much More Than Voxatron""",0,0,https://www.itch.io/jam/voxajam
1540,Design And Game Jam 2019,0,0,https://www.itch.io/jam/design-and-game-jam-2019
1235,5ª Game Jam Santa Maria,0,0,https://www.itch.io/jam/5gjsm
57,TUGameDev 2018,0,0,https://www.itch.io/jam/tugamedev-2018
1116,GDGT - Independence Day Jam 16,0,0,https://www.itch.io/jam/gdgt-independence-day-jam-16
2057,Weekend Crazy Jam 5a - Reverse,0,0,https://www.itch.io/jam/weekend-crazy-jam-5a---reverse
2703,CodeClub Game Jam,0,0,https://www.itch.io/jam/codeclub
862,The Bring Back Local Co-Op Jam!,0,0,https://www.itch.io/jam/the-bring-back-local-co-op-jam
4195,Nostalgic Jam,0,0,https://www.itch.io/jam/nostalgic
1403,TigerDev Fall 2019 - Intro Jam,5,0,https://www.itch.io/jam/tigerdev-fall-2019-intro-jam
317,The Horror Jam,0,0,https://www.itch.io/jam/the-horror-jam-2015
75,Next step,0,0,https://www.itch.io/jam/next-step
947,Trijam,0,1,https://www.itch.io/jam/trijam
952,JotaDê Jam Semanal #1,0,0,https://www.itch.io/jam/jdjam1
96,AGDS Jam #1,0,0,https://www.itch.io/jam/agds-jam-2015
1164,Metroidvania Month,0,0,https://www.itch.io/jam/metroidvania-month
655,Untitled Game Jam #4,0,0,https://www.itch.io/jam/untitled-game-jam-4
3001,Kentucky Fried Pixels 2018,0,0,https://www.itch.io/jam/kentucky-fried-pixels-2018
978,Weekly Rainbow Jam - Week 9,0,0,https://www.itch.io/jam/weekly-rainbow-jam-week-9
197,Concordia Makes Games,0,0,https://www.itch.io/jam/concordia-makes-games
71,Construct French Game Jam 3,0,0,https://www.itch.io/jam/construct-french-game-jam-3
2401,Hearts Day Rainbow Jam,0,0,https://www.itch.io/jam/hearts-day-rainbow-jam
451,Old Tool Jam,0,0,https://www.itch.io/jam/outdated-tool-jam
796,Global Game Jam 2016 PARIS CITE DES SCIENCES,0,0,https://www.itch.io/jam/global-game-jam-2016-paris-cite-des-sciences-
1573,OCUPA GAMEJAM,0,0,https://www.itch.io/jam/ocupajam
1669,Mystery Man Game Jam,3,0,https://www.itch.io/jam/mystery-man-game-jam
2627,Monkey X October 2015 NES Game Jam,10,0,https://www.itch.io/jam/monkey-x-october-2015-nes-game-jam
0,F18 Team Game Design,0,0,https://www.itch.io/jam/f18-team-game-design
2170,EliJam Game Jam,0,0,https://www.itch.io/jam/elijam
515,TIGJam Australia 4,0,0,https://www.itch.io/jam/tigjam-australia-4
657,THE Superheroes and Supervillains Game Jam!,1,0,https://www.itch.io/jam/itsagamejam
9870,Insanity Jam 4,1,0,https://www.itch.io/jam/insanity-jam-4
1958,2.04 - JamNATION - Game Jam Montréal joue,0,0,https://www.itch.io/jam/204-jamnation-montrealjoue
0,Garlic Jam,1,0,https://www.itch.io/jam/garlic-jam
2674,"The National Videogame Arcade ""JumpJam""",0,1,https://www.itch.io/jam/jumpjam
2359,1GAM Galway Jam,0,0,https://www.itch.io/jam/1gam-galway-jam-october-2017
157,MAYhem Game Jam 2017,0,0,https://www.itch.io/jam/mayhem-2017
811,Do Drugs Jam,0,0,https://www.itch.io/jam/do-drugs-jam
636,Wild Jam,0,0,https://www.itch.io/jam/wild-jam-
265,GameJamBS.01,1,0,https://www.itch.io/jam/gamejambs01
106,Experiment Jam,0,0,https://www.itch.io/jam/experimentjam
152,Spooky Jam 2018,1,0,https://www.itch.io/jam/spookyjam2k18
1571,FIFJam,0,0,https://www.itch.io/jam/fifjam
125,Alpha and Omega,0,0,https://www.itch.io/jam/alpha-and-omega
346,Games and Politics Train Jam,0,0,https://www.itch.io/jam/games-and-politics-train-jam
1225,Summer Game Jam,1,0,https://www.itch.io/jam/summer-game-jam
3116,Shovel Jam,0,0,https://www.itch.io/jam/shovel-jam
5045,Galway Game Jam 11,0,0,https://www.itch.io/jam/galway-game-jam-11
1740,#LincJam 24 Hour Game Jam,0,0,https://www.itch.io/jam/lincjam-dec-2015
1258,Voxelles Spooky Game Jam,0,0,https://www.itch.io/jam/voxelles-spooky-game-jam
543,Uva Jam,0,0,https://www.itch.io/jam/uva-jam
402,The Noodle jam,0,0,https://www.itch.io/jam/the-noodle-jam10
2633,DDLC Inspired Jam 2018,0,0,https://www.itch.io/jam/ddlc-inspired-jam-2018
417,BoringTrousers Game Jam,0,0,https://www.itch.io/jam/boringtrousers
610,/agdg/ Subverjam,0,0,https://www.itch.io/jam/agdg-subverjam
340,7HFPS,0,0,https://www.itch.io/jam/7hfps
1373,Game Design and Development UW-Madison Game Jam,1,0,https://www.itch.io/jam/gddjam
679,Even Weekend Game Jam  3,1,0,https://www.itch.io/jam/even-weekend-game-jam-3
404,World Cup Jam 2018,0,0,https://www.itch.io/jam/world-cup-jam-2018
1448,Tromsø Game Jam,0,0,https://www.itch.io/jam/tromso-game-jam
541,First Annual UVA Game Jam,0,0,https://www.itch.io/jam/uva-game-jam1
701,Arabic Game Jam 2015,0,0,https://www.itch.io/jam/agj2015
1608,Queermuseu Game Jam,0,0,https://www.itch.io/jam/queermuseu-game-jam
4860,Waltzing Game Jam 2,4,0,https://www.itch.io/jam/waltzing-game-jam-2
1045,ByteHub Code Jam,0,0,https://www.itch.io/jam/bytehub-code-jam
1648,Frogbyte Game Jam,0,0,https://www.itch.io/jam/frogbyte-game-jam
2590,NotMoeJam #1 [Lost],0,0,https://www.itch.io/jam/notmoejam-1
684,Car Jam,0,0,https://www.itch.io/jam/cars-jam
220,Philly Game Jam 2017,0,0,https://www.itch.io/jam/philly-game-jam-2017
504,Impromptu Game Jam #2,0,1,https://www.itch.io/jam/impromptu-game-jam-2
505,GDGT - All Hallows Challenge NEXT,1,0,https://www.itch.io/jam/gdgt-all-hallows-challenge-next
217,16 Colour Jam,0,0,https://www.itch.io/jam/16-colour-jam
642,50 Shades of Gray JAM,0,0,https://www.itch.io/jam/50-shades-of-gray-jam
3453,No-Brainer IF Jam #2,0,0,https://www.itch.io/jam/nbifjam2016
2025,B▦XJAM,5,0,https://www.itch.io/jam/boxjam
520,Game Jam Monthly - October 2018,0,0,https://www.itch.io/jam/game-jam-monthly-october-2018
1289,Improvement Movement,4,0,https://www.itch.io/jam/imjam
1081,Trijam #7 Do you dare to try?,0,2,https://www.itch.io/jam/trijam-7
2717,1-2-3kb,0,0,https://www.itch.io/jam/1-2-3
733,You're Beautiful Just The Way You Are,0,0,https://www.itch.io/jam/the-no-you-are-beautiful-jam
164,AngryGamer21 Game Jam For All,0,0,https://www.itch.io/jam/angrygamer21-game-jam-april-may-2015
1971,Texture Writer Game Jam,3,0,https://www.itch.io/jam/texture-writer-game-jam
441,Planet Arcade Jam,0,0,https://www.itch.io/jam/planet-arcade-jam
2248,InterFerias GameJam,0,0,https://www.itch.io/jam/interferias-gamejam
0,4th Annual Chico Jam,0,0,https://www.itch.io/jam/4th-annual-chico-jam
106,CEET GAME JAM 2018/1,0,0,https://www.itch.io/jam/ceetv-game-jam-20181
44,AGDGS Finish a game this year jam,1,0,https://www.itch.io/jam/agdgs-finish-a-game-this-year-jam
1812,Scratch Day Game Jam !!,0,0,https://www.itch.io/jam/scratch-day-game-jam
0,/r/WebGames Jam 4!,0,0,https://www.itch.io/jam/rwebgames-jam-4
780,Procrastination Jam,0,0,https://www.itch.io/jam/procrastinationjam2017
1713,Trijam #16 - the 3 hour game jam!,0,2,https://www.itch.io/jam/trijam-16
4159,Ceremonial: La Quinta mano del Tarot.,0,0,https://www.itch.io/jam/ceremonial-la-quinta-mano-del-tarot
707,Optical Jam,1,0,https://www.itch.io/jam/optical
1731,Tap Twine Mobile Horror Jam! ($200 Prize!),0,0,https://www.itch.io/jam/tap-twine-mobile-horror-jam
1507,960 x 144 in Stop Motion,0,0,https://www.itch.io/jam/960-x-144-in-stop-motion
242,AnyGameGameJam,0,0,https://www.itch.io/jam/anygamegamejam
220,2018 Retro Jam {NES themed},1,0,https://www.itch.io/jam/2018-nes-jam
244,Austria Game Jam 2016,0,0,https://www.itch.io/jam/agj16
3773,UFSC Game Jam 2,3,0,https://www.itch.io/jam/ufsc-game-jam-2
1195,The START Jam,0,0,https://www.itch.io/jam/the-start-jam
1746,Trijam #32: Do you dare to try?,0,1,https://www.itch.io/jam/trijam-32
686,Delthor Game Jam,0,0,https://www.itch.io/jam/delthor-game-jam
780,Infinite Studio Jam 2019-1,1,0,https://www.itch.io/jam/infinite-studio-2019-1
172,OC Tilted Game Jam 14,1,0,https://www.itch.io/jam/oc-tilted-game-jam-14
746,Patada de ahogado 2018,0,0,https://www.itch.io/jam/patada-de-ahogado-2018
1022,Desert Jam,0,0,https://www.itch.io/jam/desert-jam
391,MGA game jam 2019 Katowice,0,0,https://www.itch.io/jam/mga-game-jam-2019-katowice
2792,Amnesty Jam,2,0,https://www.itch.io/jam/amnesty-jam
427,GameDevMotivation jam #1,0,0,https://www.itch.io/jam/gamedevmotivation-jam-1
704,Weekly Hour Game Jam - W28 2017,0,0,https://www.itch.io/jam/weekly-hour-game-jam-w28-2017
809,Really Retro Jam #2,0,0,https://www.itch.io/jam/really-retro-jam-2
1336,call sqrt sixteen times per frame jam,0,0,https://www.itch.io/jam/16-sqrt-calls-per-frame-jam
3813,Maratón Maker,5,1,https://www.itch.io/jam/maraton-maker
202,Saturday Jam Live V: Scratch,0,2,https://www.itch.io/jam/saturday-jam-live-v-scratch
1471,Weekly Rainbow Jam - Week 2,0,0,https://www.itch.io/jam/weekly-rainbow-jam-2
2224,Post Grind Jam #2,0,0,https://www.itch.io/jam/post-grind-jam2
475,Color Game Jam,0,0,https://www.itch.io/jam/color-game-jam
163,Prototype Jam,0,0,https://www.itch.io/jam/the-prototype-jam
982,KC Mini Game Jam #02,0,0,https://www.itch.io/jam/kc-mini-game-jam-02
3309,Quantum Game Jam 2017,0,1,https://www.itch.io/jam/quantum-game-jam-2017
1256,r/roguelikedev Summer Tutorial Jam,0,0,https://www.itch.io/jam/roguelike
4313,DRY Jam,0,0,https://www.itch.io/jam/dryjam
2741,Jam Like You Mean It!,0,0,https://www.itch.io/jam/meaning
4819,AIE's Battle for Train Jam 2018,1,0,https://www.itch.io/jam/bftj2018
2607,NotMoeJam #2 - ___ for the ___ god!​,0,0,https://www.itch.io/jam/notmoejam-2
1800,Jammin 2019,0,0,https://www.itch.io/jam/jammin-2019
423,PPL Game Jam 2017,0,0,https://www.itch.io/jam/pplgamejam
75,Into the Caves Game Jam,0,0,https://www.itch.io/jam/into-
3930,Gamejam Uniandes 2018,0,0,https://www.itch.io/jam/gamejam-uniandes-2018-2
187,2 colors jam,0,0,https://www.itch.io/jam/2-colors-jam
1380,NotMoeJam #8 - GLITCH,0,0,https://www.itch.io/jam/notmoejam-8
728,TQ Game Jam 1,0,0,https://www.itch.io/jam/tq-game-jam
1632,Melty Donut's Zine Jam #1 [MIXTAPE],0,0,https://www.itch.io/jam/melty-donut-zine-jam
1862,Nica Jam #1,8,0,https://www.itch.io/jam/nica-jam-1
498,NNNIKKI Jam 2,0,0,https://www.itch.io/jam/nnnikki-jam-2
1610,Trijam #24 Do you dare to try?,0,1,https://www.itch.io/jam/trijam-24
4332,Waltzing Game Jam,2,0,https://www.itch.io/jam/waltzing-game-jam
1742,Optical Jam #8,4,0,https://www.itch.io/jam/optical-jam-8
1409,Slug Jam #3: Spring 2016,0,0,https://www.itch.io/jam/slugjam3
1182,2D pixelart,1,0,https://www.itch.io/jam/2d-pixelart
1041,3ª Game Jam Santa Maria,0,0,https://www.itch.io/jam/3gjsm
130,WWUJAM XI,0,0,https://www.itch.io/jam/wwujam-xi
1122,VirginiaJam @ Pulse College,0,0,https://www.itch.io/jam/virginia-jam
2904,Life Game Jam 2018,0,0,https://www.itch.io/jam/life-jam-2018
1548,4 Botões (SuperGeeks),0,0,https://www.itch.io/jam/4-botoes
938,LibGDX Jam #8,0,0,https://www.itch.io/jam/libgdx-jam-8
0,Panama Game Jam 2017,0,0,https://www.itch.io/jam/pgjam2017
877,Jelly Jam,1,0,https://www.itch.io/jam/jelly-jam
1027,(En)Twine'd Game Jam,0,0,https://www.itch.io/jam/entwined-game-jam
302,TFS Game Jam,0,0,https://www.itch.io/jam/tfs-game-jam
2017,BigJamGame I Start,0,0,https://www.itch.io/jam/bigjamgame-i-start
29,Virtual Game Jam 2017,0,0,https://www.itch.io/jam/virtual-game-jam-2017
943,Black History Month Jam,0,0,https://www.itch.io/jam/black-history-month-jam
1185,"Chronicles GameDev Challenge, Week 1",0,0,https://www.itch.io/jam/chronicles-gamedev-challenge-week-1
2421,Positive Play: A Sex Ed Game Jam,1,0,https://www.itch.io/jam/positive-play-a-sex-ed-game-jam
1907,Devs Lounge Indie Game Jam 2018,0,0,https://www.itch.io/jam/devs-lounge-indie-game-jam-of-2018
187,Dog GameJam,0,0,https://www.itch.io/jam/dog-gamejam
1634,MoinMoinJam,0,0,https://www.itch.io/jam/moinmoinjam
213,Girly Jam,0,0,https://www.itch.io/jam/girly-jam
4168,ECTOCOMP: La Petite Mort (Español),0,0,https://www.itch.io/jam/ectocomp17lpm-sp
1563,Heart Jam,0,0,https://www.itch.io/jam/heart-jam
57,#EPJam6,0,0,https://www.itch.io/jam/epjam6
632,"Elm Game Jam / March, April — Randomness",0,0,https://www.itch.io/jam/elm-game-jam-mar-apr-2018
816,Mattabulous' Weekly Jam,0,0,https://www.itch.io/jam/mattabulous-weekly-jam
692,JazzGames,0,0,https://www.itch.io/jam/jazzgames
2492,Spiltalent - April 2019,0,0,https://www.itch.io/jam/spiltalentapril19
1343,FEMICOM Game Jam #1: Here's to Theresa Duncan!,0,1,https://www.itch.io/jam/femicom-game-jam-1
203,Pikku Kakkonen Game Jam,0,0,https://www.itch.io/jam/pikku-kakkonen-game-jam
295,Hangover Game Jam 2018,1,0,https://www.itch.io/jam/hangover-game-jam-2018
633,Game Pratic' 2018,0,0,https://www.itch.io/jam/game-pratic-2018
0,MalagaJam Weekend 2,0,0,https://www.itch.io/jam/malagajam-weekend-2
433,Color Scheme Jam,1,0,https://www.itch.io/jam/color-scheme-jam-1
4695,Countryhack Spring,4,0,https://www.itch.io/jam/countryhack-spring
354,YouTube Game comp.,0,0,https://www.itch.io/jam/youtube-game-comp
285,30-50 Feral Hogs Jam,0,0,https://www.itch.io/jam/30-50-feral-hogs-jam
293,Summer RPG jam,0,0,https://www.itch.io/jam/summer-rpg-jam
364,Jinglefest!,0,0,https://www.itch.io/jam/jinglefest
343,SPPRO Discord GameJam 2,0,0,https://www.itch.io/jam/sppro-gamejam-2
981,Weekly Rainbow Jam - Week 5,0,0,https://www.itch.io/jam/weekly-rainbow-jam-week-5
1585,FoG Game Jam,0,0,https://www.itch.io/jam/fog-game-jam
2734,The 2nd GameShell Game Jam (2019Q2),0,0,https://www.itch.io/jam/gameshell-19q2
353,THE LAST HOPE JAM,0,0,https://www.itch.io/jam/the-last-hope
726,Fatenp 2019-1,0,0,https://www.itch.io/jam/fatenp-2019-1
1041,Odd Week Long Game Jam 2,1,0,https://www.itch.io/jam/odd-week-long-game-jam-2
1860,Grandle Jam,2,0,https://www.itch.io/jam/grandle
624,Retro Game Jam 2019,0,0,https://www.itch.io/jam/retro-game-jam-2019
2671,Games and Politics Game Jam 2017,0,0,https://www.itch.io/jam/games-and-politics-game-jam-
559,"48 Hour Jam №1: ""Heat""",0,0,https://www.itch.io/jam/48-hour-jam-1
0,Island Jam IV,0,0,https://www.itch.io/jam/island-jam-iv
2018,End of The Year Game Jam 2nd Edition,0,0,https://www.itch.io/jam/end-of-the-year-game-jam-2nd-edition
1236,Saltworld.net #SWJAM 2013,1,0,https://www.itch.io/jam/saltw
591,Odd Weekend Game Jam 4,0,0,https://www.itch.io/jam/odd-weekend-game-jam-4
2180,Jam GameCodeur - Octobre 2016,0,0,https://www.itch.io/jam/jam-gamecodeur---octobre-2016
107,Halloween Jam,0,0,https://www.itch.io/jam/halloween-jam-2017
264,Hangover Game Jam 2017,1,0,https://www.itch.io/jam/hangover-game-jam-2017
1215,Vulcan Jam Ⅱ,1,0,https://www.itch.io/jam/vulcanjam2
2224,The worst VN ever created! [2019 revival],0,0,https://www.itch.io/jam/the-worst-vnkn-ever-created-2019
200,The Ninja Game Jam,0,0,https://www.itch.io/jam/the-ninja-game-jam
894,Peach June Jam,0,0,https://www.itch.io/jam/peach-june-jam
868,Criação de Jogos Arte #2,0,0,https://www.itch.io/jam/criao-de-jogos-arte-2
10,Teamup Jam 01,1,0,https://www.itch.io/jam/teamup-jam-01
138,Game Jam das Minas 2019,0,0,https://www.itch.io/jam/jam-das-minas-2019
2613,Battle for Train Jam 2017,0,0,https://www.itch.io/jam/bftj2017
1436,UrbanJam,0,0,https://www.itch.io/jam/urbanjam
0,VGDA Spring'19 24 Hour Game Jam,0,0,https://www.itch.io/jam/vgda-spring19-24-hour-game-jam
1465,"Chronicles GameDev Challenge, Week 4",0,0,https://www.itch.io/jam/chronicles-gamedev-challenge-week-4
