jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,duration,desc_len,jam_name_y,num_imgs,num_vids,num_hosts,popular
,2016-12-05 20:00:00,hayley,Self-Care Jam,222,0,35,2016-11-28 08:00:00,https://www.itch.io/jam/self-care-jam,180.0,527,Self-Care Jam,0,0,1,Yes
,2019-01-14 06:01:00,eevee,GAMES MADE QUICK??? III,116,0,35,2019-01-06 16:30:00,https://www.itch.io/jam/games-made-quick-iii,181.51666666666668,4358,GAMES MADE QUICK??? III,0,0,1,Yes
,2019-09-10 03:59:59,Gman8r||Nitori,⑨ Jam,67,0,35,2019-09-01 04:00:00,https://www.itch.io/jam/9,215.99972222222223,1344,⑨ Jam,0,0,2,Yes
,2017-09-16 23:00:00,Uk_resistant,The Unofficial Gameboy Jam,141,0,35,2017-09-01 23:00:00,https://www.itch.io/jam/unofficial-gbjam1,360.0,1013,The Unofficial Gameboy Jam,1,0,1,Yes
,2019-08-24 06:59:59,Portland Indie Game Squad,Summer Slow Jams August 2019: Edutainment Games,138,0,35,2019-08-08 03:00:00,https://www.itch.io/jam/ssjedutainment,387.9997222222222,3272,Summer Slow Jams August 2019: Edutainment Games,2,0,1,Yes
,2015-04-27 03:59:59,DINOSAURSSSSSSSS||Spencer Winson,Wizard Jam,37,0,35,2015-04-10 04:00:00,https://www.itch.io/jam/wizard-jam,407.9997222222222,443,Wizard Jam,0,0,2,Yes
,2019-06-22 04:00:00,fadingroots,Pride Month: Tabletop Gaymes,105,0,35,2019-06-01 04:00:00,https://www.itch.io/jam/pride,504.0,1451,Pride Month: Tabletop Gaymes,0,0,1,Yes
,2015-09-19 03:59:59,Nyu Media||Jay Rab,★★ TyranoBuilder Summer Game Jam 2015! ★★,41,0,35,2015-08-17 16:00:00,https://www.itch.io/jam/tyranojam15,779.9997222222222,3664,★★ TyranoBuilder Summer Game Jam 2015! ★★,3,0,2,Yes
,2019-06-09 04:00:00,Ben Allen||kjeann||Robin Mendoza,7 Day Broughlike,126,0,34,2019-06-02 04:00:00,https://www.itch.io/jam/broughlike,168.0,2563,7 Day Broughlike,4,0,3,Yes
,2018-06-04 06:59:59,Adam Le Doux,Ocean (Bitsy Jam),80,0,34,2018-05-26 07:00:00,https://www.itch.io/jam/ocean-bitsy,215.99972222222223,945,Ocean (Bitsy Jam),0,0,1,Yes
,2019-01-28 10:00:00,zerofiftyone||DINOSAURSSSSSSSS,Wizard Jam 8,72,0,34,2019-01-11 05:00:00,https://www.itch.io/jam/wizard-jam-8,413.0,2599,Wizard Jam 8,5,0,2,Yes
,2015-08-11 06:59:59,Porpentine,PetJam,36,0,34,2015-07-21 22:08:44,https://www.itch.io/jam/pet,488.8541666666667,330,PetJam,12,0,1,Yes
,2017-12-25 15:00:00,Infokub Arcade,Jam de l'Avent 2017,31,0,34,2017-11-30 23:00:00,https://www.itch.io/jam/jam-de-lavent,592.0,2794,Jam de l'Avent 2017,0,0,1,Yes
,2017-06-29 03:59:59,Doc Saturn,Dream Diary Jam,108,0,34,2017-06-01 04:00:00,https://www.itch.io/jam/dream-diary-jam,671.9997222222222,5284,Dream Diary Jam,0,0,1,Yes
,2015-11-07 08:00:00,KittyKatStar||Carrogath,Yuri Game Jam,103,0,34,2015-09-01 07:00:00,https://www.itch.io/jam/yuri-game-jam,1609.0,682,Yuri Game Jam,0,0,2,Yes
,2018-12-09 13:30:00,Teddy's Tummy,Sensei Game Jam 2018,50,0,33,2018-12-07 16:00:00,https://www.itch.io/jam/sensei-game-jam-2018,45.5,675,Sensei Game Jam 2018,0,0,1,Yes
,2019-06-27 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 102,152,0,33,2019-06-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-102,144.0,1302,Weekly Game Jam - Week 102,0,0,3,Yes
,2019-07-02 05:00:00,npckc||cloverfirefly,Friendship Jam,135,0,33,2019-06-18 05:00:00,https://www.itch.io/jam/friendship-jam,336.0,1924,Friendship Jam,0,0,2,Yes
,2019-04-26 03:20:20,Justin Joyce,"Me, Myself, And My RPG Game Jam",85,0,33,2019-04-01 19:00:00,https://www.itch.io/jam/me-myself-and-my-rpg-game-jam,584.3388888888888,1043,"Me, Myself, And My RPG Game Jam",0,0,1,Yes
,2019-03-17 05:00:00,Riverhouse Games,Short Rest,81,0,33,2019-02-17 06:00:00,https://www.itch.io/jam/short-rest,671.0,3481,Short Rest,0,0,1,Yes
,2019-02-01 08:00:00,Randy Lubin (he / him)||Copia Gaming,Gaming Like It's 1923,108,0,33,2019-01-01 08:00:00,https://www.itch.io/jam/gaming-like-its-1923,744.0,3772,Gaming Like It's 1923,1,0,2,Yes
,2017-12-10 13:30:00,Teddy's Tummy,Sensei Game Jam 2017,51,0,32,2017-12-08 15:00:00,https://www.itch.io/jam/sensei-game-jam-2017,46.5,676,Sensei Game Jam 2017,0,0,1,Yes
,2018-04-08 23:00:00,XIFI,GIAW - Game In A Week #2,147,0,32,2018-04-01 23:00:00,https://www.itch.io/jam/giaw2,168.0,1243,GIAW - Game In A Week #2,1,1,1,Yes
,2019-04-14 16:00:00,"Alex Zandra||Sparklingnurse||Ashlyn, Goth cat hugger",Writing Antholojam: Overtime Cats,84,0,32,2019-03-01 17:00:00,https://www.itch.io/jam/overtimecats,1055.0,4852,Writing Antholojam: Overtime Cats,0,0,3,Yes
,2019-06-01 04:59:59,Big Bad Con||Nathan Black||DC||Jenn Martin,Big Bad Game Jam 2019,84,0,32,2019-04-13 05:00:00,https://www.itch.io/jam/big-bad-game-jam,1175.9997222222223,2178,Big Bad Game Jam 2019,1,0,4,Yes
,2019-08-08 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 108,144,0,31,2019-08-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-108,144.0,1307,Weekly Game Jam - Week 108,0,0,3,Yes
,2019-10-24 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 119,153,0,31,2019-10-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-119,144.0,1323,Weekly Game Jam - Week 119,0,0,3,Yes
,2017-11-01 06:59:59,Adam Le Doux,Castles & Ruins (Bitsy Jam),93,0,31,2017-10-25 07:00:00,https://www.itch.io/jam/ruins,167.99972222222223,1101,Castles & Ruins (Bitsy Jam),0,0,1,Yes
,2019-02-05 07:59:59,Adam Le Doux,Mech (Bitsy Jam),56,0,31,2019-01-28 08:00:00,https://www.itch.io/jam/mech-bitsy,191.99972222222223,982,Mech (Bitsy Jam),0,0,1,Yes
,2017-01-17 11:25:00,eevee,GAMES MADE QUICK???,183,0,31,2017-01-08 17:00:00,https://www.itch.io/jam/games-made-quick,210.41666666666666,1513,GAMES MADE QUICK???,0,0,1,Yes
,2018-11-18 18:00:00,Jam Cultura Abierta,Cultura Abierta,70,0,30,2018-11-16 18:00:00,https://www.itch.io/jam/cultura-abierta,48.0,1998,Cultura Abierta,2,0,1,Yes
,2018-11-12 04:59:59,Vector Hat,Tutorial Jam,201,0,30,2018-11-09 00:30:00,https://www.itch.io/jam/tutorial-jam,76.49972222222222,2507,Tutorial Jam,1,0,1,Yes
,2019-09-19 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 114,144,0,30,2019-09-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-114,144.0,1319,Weekly Game Jam - Week 114,0,0,3,Yes
,2019-03-14 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 87,112,0,30,2019-03-08 17:00:00,https://www.itch.io/jam/weekly-game-jam-87,144.0,1303,Weekly Game Jam - Week 87,0,0,3,Yes
,2019-04-08 06:59:59,Adam Le Doux,Tooth (Bitsy Jam),62,0,30,2019-03-28 07:00:00,https://www.itch.io/jam/tooth-bitsy,263.9997222222222,1135,Tooth (Bitsy Jam),0,0,1,Yes
,2015-12-14 04:59:59,Spencer Winson||DINOSAURSSSSSSSS||zerofiftyone,Winter Wizard Jam,78,0,30,2015-11-28 05:00:00,https://www.itch.io/jam/winter-wizard-jam,383.9997222222222,2122,Winter Wizard Jam,0,0,3,Yes
,2018-01-02 07:59:59,zerofiftyone,Wizard Jam 6,59,0,30,2017-12-15 00:00:00,https://www.itch.io/jam/wizard-jam-6,439.9997222222222,2820,Wizard Jam 6,5,0,1,Yes
,2019-06-22 16:00:00,Jack Harrison,Legacy Jam,142,0,30,2019-05-31 23:00:00,https://www.itch.io/jam/legacy-jam,521.0,2484,Legacy Jam,1,0,1,Yes
,2017-03-06 22:59:59,A MAZE.,🍉 Melon Game Jam 🍉,91,0,30,2017-01-26 23:00:00,https://www.itch.io/jam/melon-game-jam,935.9997222222222,1329,🍉 Melon Game Jam 🍉,0,0,1,Yes
,2018-06-26 04:00:00,Doc Saturn||Ebeth,Dream Diary Jam 2 -Yume Nikki Jam-,181,0,30,2018-05-14 04:00:00,https://www.itch.io/jam/dream-diary-jam-2-yume-nikki-jam-,1032.0,7943,Dream Diary Jam 2 -Yume Nikki Jam-,0,0,2,Yes
,2017-11-01 19:00:00,Laura Michet,Epistle 3 Jam,309,0,30,2017-08-26 07:00:00,https://www.itch.io/jam/epistle-3-jam,1620.0,828,Epistle 3 Jam,2,0,1,Yes
,2016-05-10 22:00:00,oneiricjam,"STRANGE LANDS, DT508",33,0,30,2016-02-07 17:31:55,https://www.itch.io/jam/1st-years-game-2,2236.4680555555556,528,"STRANGE LANDS, DT508",0,0,1,Yes
,2015-02-28 23:00:00,msminotaur,Train Jam 2015,30,0,29,2015-02-26 19:00:00,https://www.itch.io/jam/train-jam-2015,52.0,253,Train Jam 2015,0,0,1,Yes
,2018-07-02 15:59:59,Rémi Töötätä,The Pen & Paper Game Jam,110,0,29,2018-06-26 16:00:00,https://www.itch.io/jam/the-pen-paper-game-jam,143.99972222222223,2743,The Pen & Paper Game Jam,0,0,1,Yes
,2017-12-04 07:59:59,Adam Le Doux,Bric-A-Brac (Bitsy Jam),80,0,29,2017-11-25 08:00:00,https://www.itch.io/jam/bric-a-brac,215.99972222222223,1468,Bric-A-Brac (Bitsy Jam),0,0,1,Yes
,2018-12-01 04:59:59,"Alex Zandra||Sparklingnurse||Ashlyn, Goth cat hugger",Light Novelber 2018,114,0,29,2018-11-01 04:00:00,https://www.itch.io/jam/lightnovelber2018,720.9997222222222,1721,Light Novelber 2018,0,0,3,Yes
,2015-06-04 04:00:00,Angrybird545,TyTyTheMan Game Jam #1,27,0,29,2015-04-04 04:00:00,https://www.itch.io/jam/tytytheman-game-jam-1,1464.0,155,TyTyTheMan Game Jam #1,0,0,1,Yes
,2015-01-24 04:59:59,Sundae Month,EDC Random Idea Jam 2015,13,0,28,2015-01-19 05:00:00,https://www.itch.io/jam/edc-random-idea-jam-2015,119.99972222222222,275,EDC Random Idea Jam 2015,0,0,1,Yes
,2019-06-20 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 101,193,0,28,2019-06-14 17:00:00,https://www.itch.io/jam/weekly-game-jam-101,144.0,1305,Weekly Game Jam - Week 101,0,0,3,Yes
,2018-07-12 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 52,73,0,28,2018-07-06 17:00:00,https://www.itch.io/jam/weekly-game-jam-52,144.0,1297,Weekly Game Jam - Week 52,1,0,3,Yes
,2018-10-11 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 65,76,0,28,2018-10-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-65,144.0,1302,Weekly Game Jam - Week 65,0,0,3,Yes
,2019-07-01 06:35:00,eevee,GAMES MADE QUICK??? III-2,87,0,28,2019-06-23 16:30:00,https://www.itch.io/jam/games-made-quick-iii-2,182.08333333333334,3902,GAMES MADE QUICK??? III-2,0,0,1,Yes
,2018-01-15 10:02:00,eevee,GAMES MADE QUICK??? 2.0,96,0,28,2018-01-07 16:30:00,https://www.itch.io/jam/games-made-quick-2,185.53333333333333,2761,GAMES MADE QUICK??? 2.0,0,0,1,Yes
,2019-05-06 04:59:59,Adam Le Doux,🐝 Bees (Bitsy Jam),63,0,28,2019-04-27 05:00:00,https://www.itch.io/jam/bees-bitsy,215.99972222222223,1018,🐝 Bees (Bitsy Jam),0,0,1,Yes
,2019-03-05 07:59:59,Adam Le Doux,🐌 Snails (Bitsy Jam),42,0,28,2019-02-24 08:00:00,https://www.itch.io/jam/snails-bitsy,215.99972222222223,1024,🐌 Snails (Bitsy Jam),0,0,1,Yes
,2018-12-06 22:59:59,Game Dev Alliance||Princesseuh||Aurélien Dos Santos,RPG Maker Games in 1 Hour,40,0,28,2018-11-26 17:00:00,https://www.itch.io/jam/rpgmaker1hour2,245.99972222222223,1638,RPG Maker Games in 1 Hour,0,0,3,Yes
,2018-10-01 04:59:59,Empish,Ren'Py Jam,115,0,28,2018-09-15 05:00:00,https://www.itch.io/jam/renpy-jam,383.9997222222222,921,Ren'Py Jam,1,0,1,Yes
,2018-03-25 19:05:00,Game Dev McGill,McGame Jam 2018,35,0,27,2018-03-23 20:00:00,https://www.itch.io/jam/mcgame-jam-2018,47.083333333333336,449,McGame Jam 2018,0,0,1,Yes
,2019-08-25 23:00:00,albertagamejam,Alberta Game Jam,46,0,27,2019-08-23 23:00:00,https://www.itch.io/jam/albertagamejam,48.0,5299,Alberta Game Jam,10,0,1,Yes
,2019-01-14 08:00:00,jmas,tortle jam,95,0,27,2019-01-11 08:00:00,https://www.itch.io/jam/tortle-jam,72.0,244,tortle jam,1,0,1,Yes
,2018-12-27 05:36:59,Emma Dee,Bitsy Community Secret Santa!!!,27,0,27,2018-12-23 06:00:00,https://www.itch.io/jam/bitsy-secret-santa-2018,95.61638888888889,2517,Bitsy Community Secret Santa!!!,0,0,1,Yes
,2018-05-24 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 45,89,0,27,2018-05-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-45,144.0,1300,Weekly Game Jam - Week 45,1,0,3,Yes
,2019-03-07 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 86,48,0,27,2019-03-01 17:00:00,https://www.itch.io/jam/weekly-game-jam-86,144.0,1533,Weekly Game Jam - Week 86,0,0,3,Yes
,2019-01-31 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 81,105,0,27,2019-01-25 17:00:00,https://www.itch.io/jam/weekly-game-jam-81,144.0,1292,Weekly Game Jam - Week 81,0,0,2,Yes
,2018-11-16 04:00:00,Famout,Desert Bus for Hope 2018 Game Jam,83,0,27,2018-11-09 22:00:00,https://www.itch.io/jam/dbgj2018,150.0,1047,Desert Bus for Hope 2018 Game Jam,0,1,1,Yes
,2018-10-01 06:59:59,Adam Le Doux,Harvest (Bitsy Jam),75,0,27,2018-09-22 07:00:00,https://www.itch.io/jam/harvest-bitsy,215.99972222222223,975,Harvest (Bitsy Jam),0,0,1,Yes
,2018-08-27 19:00:00,Portland Indie Game Squad,Summer Slow Jams August 2018: Parody Games,72,0,27,2018-08-17 03:00:00,https://www.itch.io/jam/ssjparody,256.0,2879,Summer Slow Jams August 2018: Parody Games,2,0,1,Yes
,2019-07-22 13:00:00,Samuele Sciacca,Svilupparegiochi | Jam #1,104,0,27,2019-07-08 13:00:00,https://www.itch.io/jam/svilupparegiochi-jam-1,336.0,2946,Svilupparegiochi | Jam #1,5,1,1,Yes
,2019-07-01 02:59:00,Doc Saturn,Dream Diary Jam 3,136,0,27,2019-05-17 04:00:00,https://www.itch.io/jam/dream-diary-jam-3,1078.9833333333333,7527,Dream Diary Jam 3,0,0,1,Yes
,2019-03-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 89,124,0,26,2019-03-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-89,144.0,1292,Weekly Game Jam - Week 89,0,0,3,Yes
,2019-05-30 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 98,122,0,26,2019-05-24 17:00:00,https://www.itch.io/jam/weekly-game-jam-98,144.0,1307,Weekly Game Jam - Week 98,0,0,3,Yes
,2019-07-11 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 104,117,0,26,2019-07-05 17:00:00,https://www.itch.io/jam/weekly-game-jam-104,144.0,1296,Weekly Game Jam - Week 104,0,0,3,Yes
,2018-04-21 22:00:00,Aurélien Dos Santos||Game Dev Alliance,RPG Maker Games in 1 Hour,29,0,26,2018-04-14 16:00:00,https://www.itch.io/jam/rpgmaker1hour,174.0,1136,RPG Maker Games in 1 Hour,0,0,2,Yes
,2019-10-03 06:59:59,Adam Le Doux,Dinosaur (Bitsy Jam),52,0,26,2019-09-25 07:00:00,https://www.itch.io/jam/dinosaur-bitsy,191.99972222222223,1078,Dinosaur (Bitsy Jam),0,0,1,Yes
,2018-09-03 06:59:59,Adam Le Doux,Mixtape (Bitsy Jam),65,0,26,2018-08-25 07:00:00,https://www.itch.io/jam/mixtape-bitsy,215.99972222222223,1133,Mixtape (Bitsy Jam),0,0,1,Yes
,2019-08-06 04:59:59,John R. Harness,Corazon Bundle Jam,34,0,26,2019-07-14 05:00:00,https://www.itch.io/jam/corazon-bundle-jam,551.9997222222222,1644,Corazon Bundle Jam,0,0,1,Yes
,2017-08-01 19:00:00,Ryan Evans,All You Do is Click Click Click,167,0,26,2017-07-01 07:00:00,https://www.itch.io/jam/click-click-click,756.0,1482,All You Do is Click Click Click,0,0,1,Yes
,2017-11-20 12:00:00,Krassenstein,The Krass-N.G. Jam!,44,0,25,2017-11-17 14:00:00,https://www.itch.io/jam/krass-jam,70.0,3306,The Krass-N.G. Jam!,0,0,1,Yes
,2017-02-13 00:00:00,Coleo_Kin,Visual Essay Jam,41,0,25,2017-02-10 00:00:00,https://www.itch.io/jam/visual-essay-jam,72.0,2554,Visual Essay Jam,0,0,1,Yes
,2019-02-21 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 84,85,0,25,2019-02-15 17:00:00,https://www.itch.io/jam/weekly-game-jam-84,144.0,1292,Weekly Game Jam - Week 84,0,0,3,Yes
,2018-09-13 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 61,88,0,25,2018-09-07 17:00:00,https://www.itch.io/jam/weekly-game-jam-61,144.0,1300,Weekly Game Jam - Week 61,0,0,3,Yes
,2019-07-18 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 105,101,0,25,2019-07-12 17:00:00,https://www.itch.io/jam/weekly-game-jam-105,144.0,1302,Weekly Game Jam - Week 105,0,0,3,Yes
,2018-03-26 00:00:00,hmaon||Vector Hat,Not Going to GDC Jam,163,0,25,2018-03-19 14:00:00,https://www.itch.io/jam/notgdcjam,154.0,1666,Not Going to GDC Jam,4,0,2,Yes
,2018-12-08 07:59:59,Niborious||Video Game Development Club at UC Irvine,VGDC Fall 2018 game projects,28,0,25,2018-12-01 08:00:00,https://www.itch.io/jam/vgdc-fall-2018-game-projects,167.99972222222223,156,VGDC Fall 2018 game projects,0,0,2,Yes
,2018-06-30 21:00:00,Portland Indie Game Squad,Summer Slow Jams June 2018: Minigames,53,0,25,2018-06-23 02:00:00,https://www.itch.io/jam/ssjminigames,187.0,2780,Summer Slow Jams June 2018: Minigames,2,0,1,Yes
,2018-03-17 22:59:59,Ludipe,No Shit Sherlock Jam,226,0,25,2018-03-08 23:00:00,https://www.itch.io/jam/no-shit-sherlock-jam,215.99972222222223,4436,No Shit Sherlock Jam,2,0,1,Yes
,2017-07-30 11:59:59,"PIGsty: Play, Interactivity & Games Lab",KIWIJAM17,41,0,25,2017-07-21 07:00:00,https://www.itch.io/jam/kiwijam17,220.99972222222223,154,KIWIJAM17,0,0,1,Yes
,2019-02-16 05:00:00,Choko,☆Space Bunny Jam☆,111,0,25,2019-02-02 05:00:00,https://www.itch.io/jam/space-bunny-jam,336.0,2048,☆Space Bunny Jam☆,1,0,1,Yes
,2017-11-15 12:00:00,5targuy,Darktober 2017,166,0,25,2017-10-01 11:00:00,https://www.itch.io/jam/darktober,1081.0,3010,Darktober 2017,1,0,1,Yes
,2018-08-01 04:00:00,z04,Yaoi Game Jam 2018,123,0,25,2018-06-01 04:00:00,https://www.itch.io/jam/yaoijam18,1464.0,1093,Yaoi Game Jam 2018,0,0,1,Yes
,2018-03-05 12:30:00,Krassenstein,The Krass-N.G. Jam 3!,72,0,24,2018-03-02 14:00:00,https://www.itch.io/jam/krassjam3,70.5,3606,The Krass-N.G. Jam 3!,0,0,1,Yes
,2018-11-27 14:00:00,BUG Game Lab,BUG Fall Jam 2018,33,0,24,2018-11-23 16:00:00,https://www.itch.io/jam/bug-fall-jam-2018,94.0,0,BUG Fall Jam 2018,0,0,1,Yes
,2019-10-17 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 118,77,0,24,2019-10-11 17:00:00,https://www.itch.io/jam/weekly-game-jam-118,144.0,1315,Weekly Game Jam - Week 118,0,0,3,Yes
,2019-10-03 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 116,92,0,24,2019-09-27 17:00:00,https://www.itch.io/jam/weekly-game-jam-116,144.0,1316,Weekly Game Jam - Week 116,0,0,3,Yes
,2018-06-21 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 49,81,0,24,2018-06-15 17:00:00,https://www.itch.io/jam/weekly-game-jam-49,144.0,1305,Weekly Game Jam - Week 49,1,0,3,Yes
,2018-09-27 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 63,85,0,24,2018-09-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-63,144.0,1300,Weekly Game Jam - Week 63,0,0,3,Yes
,2019-05-09 17:00:00,Nekomatata||PouleyKetchoup||Weekly Game Jam,Weekly Game Jam - Week 95,100,0,24,2019-05-03 17:00:00,https://www.itch.io/jam/weekly-game-jam-95,144.0,1298,Weekly Game Jam - Week 95,0,0,3,Yes
,2018-12-27 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 76,106,0,24,2018-12-21 17:00:00,https://www.itch.io/jam/weekly-game-jam-76,144.0,1296,Weekly Game Jam - Week 76,0,0,3,Yes
,2018-07-19 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 53,59,0,24,2018-07-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-53,144.0,1302,Weekly Game Jam - Week 53,1,0,2,Yes
,2019-09-26 17:00:00,Weekly Game Jam||PouleyKetchoup,Weekly Game Jam - Week 115,95,0,24,2019-09-20 17:00:00,https://www.itch.io/jam/weekly-game-jam-115,144.0,1319,Weekly Game Jam - Week 115,0,0,2,Yes
,2019-09-23 07:00:00,MakeCode Arcade,MakeCode Arcade Game Jam,169,0,24,2019-09-16 07:00:00,https://www.itch.io/jam/makecode-game-jam,168.0,3105,MakeCode Arcade Game Jam,7,1,1,Yes
,2017-02-13 06:00:00,Team Dogpit||redstapler42,Games vs Nazis,80,0,24,2017-02-06 06:00:00,https://www.itch.io/jam/games-vs-nazis,168.0,3523,Games vs Nazis,0,0,2,Yes
,2018-07-02 07:50:00,eevee,GAMES MADE QUICK??? 2.5,97,0,24,2018-06-24 16:30:00,https://www.itch.io/jam/games-made-quick-25,183.33333333333334,3547,GAMES MADE QUICK??? 2.5,1,0,1,Yes
,2018-11-05 07:59:59,Adam Le Doux,Ritual (Bitsy Jam),84,0,24,2018-10-27 07:00:00,https://www.itch.io/jam/ritual-bitsy,216.99972222222223,1114,Ritual (Bitsy Jam),0,0,1,Yes
,2017-12-11 03:00:00,Grim 👁️,Greek MytholoJam,132,0,24,2017-11-15 05:00:00,https://www.itch.io/jam/greek-mytholojam,622.0,2918,Greek MytholoJam,0,0,1,Yes
,2018-02-01 04:59:59,Metaparadox,Ace Jam,99,0,24,2018-01-01 05:00:00,https://www.itch.io/jam/ace-jam,743.9997222222222,7089,Ace Jam,0,0,1,Yes
,2019-06-23 17:30:00,Blaiharl||CyrilleFrouin||Théo Gros,42 Jam,80,0,23,2019-06-21 17:00:00,https://www.itch.io/jam/42-jam,48.5,1240,42 Jam,0,0,3,Yes
,2018-04-09 22:00:00,DevSpace,Jam for Change,52,0,23,2018-04-07 07:00:00,https://www.itch.io/jam/jam-for-change,63.0,1713,Jam for Change,1,1,1,Yes
,2018-09-10 03:30:00,indienomicon,Indie Galactic Space Jam 2018,32,0,23,2018-09-07 04:00:00,https://www.itch.io/jam/indie-galactic-space-jam-2018,71.5,795,Indie Galactic Space Jam 2018,0,0,1,Yes
,2016-09-26 19:00:00,QaziTV,QaziJam 7,47,0,23,2016-09-23 19:00:00,https://www.itch.io/jam/qazijam7,72.0,2878,QaziJam 7,0,0,1,Yes
,2017-11-21 13:30:00,huuugegames,Huuuge Game Jam 2017,31,0,23,2017-11-18 13:00:00,https://www.itch.io/jam/huuuge-game-jam-2017,72.5,0,Huuuge Game Jam 2017,0,0,1,Yes
,2019-04-18 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 92,77,0,23,2019-04-12 17:00:00,https://www.itch.io/jam/weekly-game-jam-92,144.0,1300,Weekly Game Jam - Week 92,0,0,3,Yes
,2018-06-14 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 48,75,0,23,2018-06-08 17:00:00,https://www.itch.io/jam/weekly-game-jam-48,144.0,1303,Weekly Game Jam - Week 48,1,0,3,Yes
,2018-07-05 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 51,100,0,23,2018-06-29 17:00:00,https://www.itch.io/jam/weekly-game-jam-51,144.0,1300,Weekly Game Jam - Week 51,1,0,3,Yes
,2019-08-22 07:00:00,Natalie  Libre,Cure Light Wounds Jam,48,0,23,2019-08-15 07:00:00,https://www.itch.io/jam/cure-light-wounds-jam,168.0,762,Cure Light Wounds Jam,0,0,1,Yes
,2018-11-09 18:30:00,GameJamPlus,Gamethon 2018,25,0,23,2018-11-02 17:08:00,https://www.itch.io/jam/gamethon-2018,169.36666666666667,49,Gamethon 2018,0,0,1,Yes
,2018-07-30 19:00:00,Portland Indie Game Squad,Summer Slow Jams July 2018: Location-Based Games,67,0,23,2018-07-21 03:00:00,https://www.itch.io/jam/ssjlocationbased,232.0,2941,Summer Slow Jams July 2018: Location-Based Games,2,0,1,Yes
,2016-01-12 05:00:00,droqen,THE ANNUAL VARIETY MEGAJAM [#3],15,0,23,2016-01-01 05:00:00,https://www.itch.io/jam/variety-megajam-3,264.0,478,THE ANNUAL VARIETY MEGAJAM [#3],0,0,1,Yes
,2018-05-14 13:59:59,AlaynaMCole||Queerly Represent Me||jessz,Queerly Representing the Underrepresented,130,0,23,2018-04-30 14:00:00,https://www.itch.io/jam/queerly-representing,335.9997222222222,3167,Queerly Representing the Underrepresented,2,0,3,Yes
,2018-06-24 22:59:59,zerofiftyone,Wizard Jam 7,78,0,23,2018-06-07 23:00:00,https://www.itch.io/jam/wizard-jam-7,407.9997222222222,2012,Wizard Jam 7,4,0,1,Yes
,2019-07-22 03:59:59,Takuma Okada,Jumbled Up July 2k19!,46,0,23,2019-07-03 17:00:00,https://www.itch.io/jam/jumbledupjam,442.9997222222222,2254,Jumbled Up July 2k19!,0,0,1,Yes
