game_tags,count,percentage
adaptative,1,0.001994614540740002
ambiance,2,0.003989229081480004
beacon,1,0.001994614540740002
madewithfusion,8,0.015956916325920015
souls-beacon,1,0.001994614540740002
yazorius,3,0.005983843622220006
retrospective,1,0.001994614540740002
map,21,0.041886905355540044
svg,3,0.005983843622220006
nudity,6,0.011967687244440013
seagulls,1,0.001994614540740002
wonderful,1,0.001994614540740002
beljam,1,0.001994614540740002
subscriber,1,0.001994614540740002
waljam,1,0.001994614540740002
crudely-drawn,1,0.001994614540740002
morning,2,0.003989229081480004
dishonored,2,0.003989229081480004
lady-boyles-last-party,1,0.001994614540740002
last-party,1,0.001994614540740002
xna,3,0.005983843622220006
procedural-death-labyrinth,1,0.001994614540740002
noah,2,0.003989229081480004
bug-fixing,1,0.001994614540740002
exception-catching,1,0.001994614540740002
indiana,2,0.003989229081480004
jones,1,0.001994614540740002
daredevil,1,0.001994614540740002
tvshowjam,1,0.001994614540740002
lovestory,2,0.003989229081480004
kenney-jam,23,0.045876134437020044
sacred-course,1,0.001994614540740002
tardigrade,1,0.001994614540740002
actpohob-4,1,0.001994614540740002
astronov-4,1,0.001994614540740002
astronovich,1,0.001994614540740002
casiopea,1,0.001994614540740002
casiopea-games,1,0.001994614540740002
my-first-game-jam-2017,1,0.001994614540740002
drift,3,0.005983843622220006
drifting,9,0.01795153086666002
sim,12,0.023935374488880026
buns,1,0.001994614540740002
elm,6,0.011967687244440013
wolf-rpg-editor,1,0.001994614540740002
house-exploration,1,0.001994614540740002
generation,8,0.015956916325920015
anliade,1,0.001994614540740002
demoness,1,0.001994614540740002
break,6,0.011967687244440013
kubo,1,0.001994614540740002
bobbo-net,1,0.001994614540740002
iseeicy,2,0.003989229081480004
2049,1,0.001994614540740002
blade-runner,2,0.003989229081480004
retropixel,1,0.001994614540740002
uubu,1,0.001994614540740002
victor0001,1,0.001994614540740002
poems,3,0.005983843622220006
collectible-card-game,2,0.003989229081480004
trading-card-game,1,0.001994614540740002
earthquake,1,0.001994614540740002
natural-disaster,1,0.001994614540740002
tsunami,2,0.003989229081480004
vulcano,1,0.001994614540740002
bug,13,0.025929989029620026
doom,21,0.041886905355540044
doom-like,2,0.003989229081480004
playstation,4,0.007978458162960007
psx,9,0.01795153086666002
luigis-mansion,1,0.001994614540740002
watergun,1,0.001994614540740002
watertrunks,1,0.001994614540740002
pasta,4,0.007978458162960007
enjmin,5,0.00997307270370001
manga,18,0.03590306173332004
moral-dilemna,1,0.001994614540740002
caligraphy,1,0.001994614540740002
black-metal,1,0.001994614540740002
pinballl,1,0.001994614540740002
boom,3,0.005983843622220006
famicom,4,0.007978458162960007
opera,5,0.00997307270370001
icantdraw,1,0.001994614540740002
cryptic,1,0.001994614540740002
zealot,1,0.001994614540740002
anxiety,18,0.03590306173332004
breathing,1,0.001994614540740002
kat-brewster,1,0.001994614540740002
self-help,2,0.003989229081480004
iwanttocreate,63,0.12566071606662013
costume,1,0.001994614540740002
dress-up,13,0.025929989029620026
best-game,3,0.005983843622220006
lab,6,0.011967687244440013
music-game-jam,5,0.00997307270370001
aztec,3,0.005983843622220006
1990s,2,0.003989229081480004
2000s,1,0.001994614540740002
internet,8,0.015956916325920015
oekaki,1,0.001994614540740002
mode13h,1,0.001994614540740002
ms-dos,1,0.001994614540740002
unrealgamejam,1,0.001994614540740002
smallworld,1,0.001994614540740002
talos-principle,1,0.001994614540740002
puzzle-box,1,0.001994614540740002
mirrorsedge,1,0.001994614540740002
baldis-basics-in-education-and-learning,1,0.001994614540740002
baldy,1,0.001994614540740002
beatbox,1,0.001994614540740002
deny,1,0.001994614540740002
nier,2,0.003989229081480004
drinking,6,0.011967687244440013
bagel,1,0.001994614540740002
fnaf-fangame,1,0.001994614540740002
creed,1,0.001994614540740002
joke,22,0.043881519896280044
cyoa,15,0.02991921811110003
house,13,0.025929989029620026
hentai,9,0.01795153086666002
ryona,1,0.001994614540740002
youme,2,0.003989229081480004
dogfighting,2,0.003989229081480004
space-combat,1,0.001994614540740002
x-wing,2,0.003989229081480004
winter2017,1,0.001994614540740002
purgatory,2,0.003989229081480004
birds,15,0.02991921811110003
brewing,2,0.003989229081480004
herbs,1,0.001994614540740002
witcher,2,0.003989229081480004
weapons,7,0.013962301785180015
buddhism,1,0.001994614540740002
scroll,1,0.001994614540740002
evil-kids,1,0.001994614540740002
farmer,2,0.003989229081480004
casino,6,0.011967687244440013
rpgmaker-vx-ace,3,0.005983843622220006
eerie,8,0.015956916325920015
gameboy-color,1,0.001994614540740002
run-and-gun,6,0.011967687244440013
petrichor,1,0.001994614540740002
rain,18,0.03590306173332004
summer-2018,1,0.001994614540740002
weather,6,0.011967687244440013
jumper,4,0.007978458162960007
weirderstuff,4,0.007978458162960007
graveyard,2,0.003989229081480004
grim-reaper,1,0.001994614540740002
hexagon,7,0.013962301785180015
docking,1,0.001994614540740002
interstellar,3,0.005983843622220006
drums,1,0.001994614540740002
murder-mystery,12,0.023935374488880026
pokerclock,1,0.001994614540740002
pokertimer,1,0.001994614540740002
tournament,2,0.003989229081480004
abgic,1,0.001994614540740002
agbic-jam,1,0.001994614540740002
selfie,4,0.007978458162960007
afk,1,0.001994614540740002
vehicle,2,0.003989229081480004
htc,8,0.015956916325920015
cassette,2,0.003989229081480004
icantdrawjam,2,0.003989229081480004
botany,2,0.003989229081480004
lesbian,109,0.21741298494066022
baldis,1,0.001994614540740002
construction,5,0.00997307270370001
master-system,1,0.001994614540740002
sega,3,0.005983843622220006
souls-like,5,0.00997307270370001
calendar,1,0.001994614540740002
clickteam,15,0.02991921811110003
ctf,2,0.003989229081480004
philosopherbythewater,1,0.001994614540740002
swiff,1,0.001994614540740002
theswiff,1,0.001994614540740002
utdallas,2,0.003989229081480004
kitchen,7,0.013962301785180015
dating-simulator,2,0.003989229081480004
vee-is-calling,1,0.001994614540740002
loot-box,1,0.001994614540740002
loot-crate,1,0.001994614540740002
jupitron,1,0.001994614540740002
germany,2,0.003989229081480004
ico,1,0.001994614540740002
limbo,1,0.001994614540740002
mother,4,0.007978458162960007
odd,4,0.007978458162960007
panorama,1,0.001994614540740002
js,6,0.011967687244440013
gruber,1,0.001994614540740002
land,1,0.001994614540740002
crappy,2,0.003989229081480004
mad-max,3,0.005983843622220006
noa-calice,7,0.013962301785180015
the-end-of-the-fing-world,1,0.001994614540740002
symbolic,1,0.001994614540740002
ludonarrative-dissonance,1,0.001994614540740002
priate-ships,1,0.001994614540740002
character-creator,2,0.003989229081480004
dressup,6,0.011967687244440013
ocs,1,0.001994614540740002
original-characters,1,0.001994614540740002
lynchian,2,0.003989229081480004
beetle,1,0.001994614540740002
narrative-game,4,0.007978458162960007
practicegame,1,0.001994614540740002
clickteamfusion,2,0.003989229081480004
database,1,0.001994614540740002
snoop,1,0.001994614540740002
weirderthings,2,0.003989229081480004
bloodhack,1,0.001994614540740002
wierd-things,1,0.001994614540740002
furry,39,0.07778996708886007
ms-paint,9,0.01795153086666002
scooter,1,0.001994614540740002
bikes,2,0.003989229081480004
torb,1,0.001994614540740002
collectathon,4,0.007978458162960007
shaun-of-the-dead,1,0.001994614540740002
kill-bill,1,0.001994614540740002
time-management,6,0.011967687244440013
for-linux,1,0.001994614540740002
for-mac-os-x,1,0.001994614540740002
for-windows,1,0.001994614540740002
job-sim,1,0.001994614540740002
corny,1,0.001994614540740002
hilarious,3,0.005983843622220006
laugh,2,0.003989229081480004
originalsoundtrack,1,0.001994614540740002
kenney-game-jam-2019,1,0.001994614540740002
sound-track,1,0.001994614540740002
fractal,6,0.011967687244440013
raymarching,3,0.005983843622220006
sargasso,1,0.001994614540740002
dragonball,2,0.003989229081480004
dragon-ball-z,2,0.003989229081480004
mugen,2,0.003989229081480004
mfcg,2,0.003989229081480004
earlycomputing,1,0.001994614540740002
akf,1,0.001994614540740002
dean,1,0.001994614540740002
ilikescifi,1,0.001994614540740002
sam,1,0.001994614540740002
super-natural,1,0.001994614540740002
uebernatural,1,0.001994614540740002
winchester,1,0.001994614540740002
center,1,0.001994614540740002
exploitation,1,0.001994614540740002
news,5,0.00997307270370001
os,1,0.001994614540740002
store,2,0.003989229081480004
ashi,1,0.001994614540740002
foot,2,0.003989229081480004
giant-foot,1,0.001994614540740002
pedicure,1,0.001994614540740002
washing,1,0.001994614540740002
yokai,4,0.007978458162960007
suicide,9,0.01795153086666002
drama,40,0.07978458162960007
story-oriented,2,0.003989229081480004
astronomy,4,0.007978458162960007
celestial-mechanics,1,0.001994614540740002
keplerian-orbits,1,0.001994614540740002
wow,5,0.00997307270370001
cinematic,2,0.003989229081480004
uzuki,1,0.001994614540740002
biographical,1,0.001994614540740002
pikmin,3,0.005983843622220006
game-off-2017,3,0.005983843622220006
moebius-strip,1,0.001994614540740002
fragment-jam,13,0.025929989029620026
am16,1,0.001994614540740002
churches,1,0.001994614540740002
witchcraft,8,0.015956916325920015
climbing-hill,1,0.001994614540740002
hill-climbing,1,0.001994614540740002
deliver,2,0.003989229081480004
pajeux,1,0.001994614540740002
fragmentjam,5,0.00997307270370001
brocante,1,0.001994614540740002
brocco,1,0.001994614540740002
pot-au-jeu-game-jam,1,0.001994614540740002
team-zalarach,1,0.001994614540740002
furries,5,0.00997307270370001
links-awakening,1,0.001994614540740002
nykalily,1,0.001994614540740002
spiderchurch,1,0.001994614540740002
spider-church,1,0.001994614540740002
spider-queen,1,0.001994614540740002
pot-au-jeu,19,0.03789767627406004
reaction-game,2,0.003989229081480004
onebuttonjam,14,0.02792460357036003
tap,6,0.011967687244440013
trashcore,2,0.003989229081480004
concept,12,0.023935374488880026
pajgj,1,0.001994614540740002
onebuttongamejam,1,0.001994614540740002
calming,3,0.005983843622220006
pajgamejam,21,0.041886905355540044
paddle,3,0.005983843622220006
at0mium,3,0.005983843622220006
randomly-generated,6,0.011967687244440013
pot-au-jeu-20,3,0.005983843622220006
egg-hatcher,1,0.001994614540740002
spaceinvaders,1,0.001994614540740002
epilepsy,2,0.003989229081480004
slot,2,0.003989229081480004
slut,2,0.003989229081480004
shadeau,1,0.001994614540740002
avgn,1,0.001994614540740002
jimjam,39,0.07778996708886007
lmao,1,0.001994614540740002
laika,1,0.001994614540740002
puzzel,3,0.005983843622220006
pawn,2,0.003989229081480004
pot-au-jeux,1,0.001994614540740002
jimjam2,11,0.021940759948140022
electric-leech,1,0.001994614540740002
gravitygun,1,0.001994614540740002
half-life,9,0.01795153086666002
julien-garcia,1,0.001994614540740002
wolfalone-studio,1,0.001994614540740002
gorilla,1,0.001994614540740002
t-rex,1,0.001994614540740002
pink-mansion,1,0.001994614540740002
purple-tower,1,0.001994614540740002
tower-simulator,1,0.001994614540740002
fragment,2,0.003989229081480004
class,3,0.005983843622220006
student,9,0.01795153086666002
teacher,4,0.007978458162960007
james-bond,1,0.001994614540740002
n64,2,0.003989229081480004
guacamole,1,0.001994614540740002
poke,1,0.001994614540740002
temperature,15,0.02991921811110003
donjon,5,0.00997307270370001
1buttonjam,1,0.001994614540740002
clown-run,1,0.001994614540740002
burning,4,0.007978458162960007
pot-au-jeu-2,4,0.007978458162960007
pix-eliz,1,0.001994614540740002
jim-jam,7,0.013962301785180015
doodle-jump,1,0.001994614540740002
local-mul,1,0.001994614540740002
multi,2,0.003989229081480004
shenanijam2018,6,0.011967687244440013
snakes,10,0.01994614540740002
butterscotchshenanijam,1,0.001994614540740002
shenanijam2017,14,0.02792460357036003
butterscotch-shenanijam,9,0.01795153086666002
slow,12,0.023935374488880026
metamorphose,3,0.005983843622220006
smaller,1,0.001994614540740002
tail,1,0.001994614540740002
fruity,2,0.003989229081480004
naija,1,0.001994614540740002
twin-crown,1,0.001994614540740002
burn,3,0.005983843622220006
revenge,3,0.005983843622220006
grind,3,0.005983843622220006
sexy,11,0.021940759948140022
sissors,1,0.001994614540740002
generated,3,0.005983843622220006
randomly,1,0.001994614540740002
relax,4,0.007978458162960007
circle,7,0.013962301785180015
perpetual,1,0.001994614540740002
shenijam,1,0.001994614540740002
stlouis,1,0.001994614540740002
test,7,0.013962301785180015
unreleased,1,0.001994614540740002
jelly,6,0.011967687244440013
wombat,1,0.001994614540740002
shenanijam-2018,2,0.003989229081480004
dreamcatcher,1,0.001994614540740002
spelling,1,0.001994614540740002
pot-au-jeu2,1,0.001994614540740002
scratch,23,0.045876134437020044
brick-breaker,3,0.005983843622220006
deva5tat0r,1,0.001994614540740002
massacre,1,0.001994614540740002
hordes,2,0.003989229081480004
onslaught,1,0.001994614540740002
wave-defense,1,0.001994614540740002
paj,3,0.005983843622220006
istanbul,1,0.001994614540740002
stand,2,0.003989229081480004
buttersmooth-tools,1,0.001994614540740002
maverick,3,0.005983843622220006
void-sandwich,1,0.001994614540740002
camixo,2,0.003989229081480004
gobelin,1,0.001994614540740002
helvest,2,0.003989229081480004
loustica,2,0.003989229081480004
pot-au-jau,1,0.001994614540740002
bow,10,0.01994614540740002
infinitychickenwar,1,0.001994614540740002
discount,1,0.001994614540740002
final,2,0.003989229081480004
market,2,0.003989229081480004
clickteam-fusion-25,2,0.003989229081480004
illustrative,1,0.001994614540740002
oasis,3,0.005983843622220006
inverted-control,1,0.001994614540740002
app,5,0.00997307270370001
godotgameengine,1,0.001994614540740002
play-in-browser,1,0.001994614540740002
vector-art,5,0.00997307270370001
zanga,16,0.03191383265184003
muskrat,1,0.001994614540740002
plat,2,0.003989229081480004
libre,5,0.00997307270370001
opensource,7,0.013962301785180015
ac,1,0.001994614540740002
four-player,1,0.001994614540740002
game-zanga-8,2,0.003989229081480004
hairspray,1,0.001994614540740002
introspective,6,0.011967687244440013
mad-scientist,1,0.001994614540740002
2-5d,3,0.005983843622220006
infinite-shooter,2,0.003989229081480004
old-people,1,0.001994614540740002
pastry,2,0.003989229081480004
indonesian,1,0.001994614540740002
blackbox,1,0.001994614540740002
darkcrafters,1,0.001994614540740002
simultaneous-turn-based,1,0.001994614540740002
turn-based-com,1,0.001994614540740002
godot-community,1,0.001994614540740002
godot-jam,3,0.005983843622220006
cherenkov,1,0.001994614540740002
nuclear,7,0.013962301785180015
algerian,1,0.001994614540740002
arab,3,0.005983843622220006
gamezanga,36,0.07180612346664007
granny,2,0.003989229081480004
bsbscotch2018,1,0.001994614540740002
faire-du-neuf-avec-du-vieux,1,0.001994614540740002
itchio,3,0.005983843622220006
paut-au-jeu,1,0.001994614540740002
micro-rpg,13,0.025929989029620026
microrpg,13,0.025929989029620026
repetition,1,0.001994614540740002
bit,1,0.001994614540740002
sail,3,0.005983843622220006
xkcd,30,0.05983843622220006
sun,12,0.023935374488880026
potaujeu,2,0.003989229081480004
totem,3,0.005983843622220006
orbit,6,0.011967687244440013
game-zanga,3,0.005983843622220006
shennanijam2017,1,0.001994614540740002
sammich,1,0.001994614540740002
void,7,0.013962301785180015
bonne-maman,1,0.001994614540740002
mutants,5,0.00997307270370001
psionics,1,0.001994614540740002
bit-jam,9,0.01795153086666002
ghostreactor,1,0.001994614540740002
bitjam,16,0.03191383265184003
in-a-nutshell,1,0.001994614540740002
buddy,3,0.005983843622220006
bronislaw,2,0.003989229081480004
clment-nowacki,1,0.001994614540740002
gbjam6,7,0.013962301785180015
ohm,2,0.003989229081480004
ohm-ii,1,0.001994614540740002
ampersound,1,0.001994614540740002
xkcdjam,2,0.003989229081480004
maplestory,2,0.003989229081480004
haunted,5,0.00997307270370001
jim-jam-2,1,0.001994614540740002
pride,11,0.021940759948140022
zanka,1,0.001994614540740002
spicy,4,0.007978458162960007
200-words,1,0.001994614540740002
diceless,14,0.02792460357036003
improv,2,0.003989229081480004
psychology,7,0.013962301785180015
roleplaying-game,30,0.05983843622220006
mushrooms,7,0.013962301785180015
bully,1,0.001994614540740002
goth,1,0.001994614540740002
intersex,1,0.001994614540740002
serial-killer,2,0.003989229081480004
nanoreno2019,6,0.011967687244440013
samsongert,1,0.001994614540740002
ace-attorney,1,0.001994614540740002
dtective,1,0.001994614540740002
enqute,1,0.001994614540740002
quickbotsdonecheap,1,0.001994614540740002
squirrel,12,0.023935374488880026
rotate,3,0.005983843622220006
shifumi,1,0.001994614540740002
jump-and-run,3,0.005983843622220006
custom-engine,1,0.001994614540740002
arabic,4,0.007978458162960007
culture,6,0.011967687244440013
think,4,0.007978458162960007
balance,18,0.03590306173332004
5-player,2,0.003989229081480004
beds,2,0.003989229081480004
coco-the-dog,1,0.001994614540740002
yawndelay,1,0.001994614540740002
frosting,1,0.001994614540740002
gingerbread,2,0.003989229081480004
redhotginger,1,0.001994614540740002
butterscotch-shenanijam-2018,1,0.001994614540740002
tracker-music,1,0.001994614540740002
1bitjam,10,0.01994614540740002
2bits,2,0.003989229081480004
1x1,1,0.001994614540740002
2-colour,1,0.001994614540740002
gifs,1,0.001994614540740002
music-video,2,0.003989229081480004
angry-birds,2,0.003989229081480004
india-game-summit,1,0.001994614540740002
game-dev-underground,2,0.003989229081480004
good,8,0.015956916325920015
graphics,8,0.015956916325920015
labaroatory,1,0.001994614540740002
contraptions,1,0.001994614540740002
conveyors,1,0.001994614540740002
machines,3,0.005983843622220006
religious,2,0.003989229081480004
butterscotch,5,0.00997307270370001
sticky-justice,1,0.001994614540740002
stickynotes,1,0.001994614540740002
button-masher,6,0.011967687244440013
paj1,1,0.001994614540740002
1bit-game-jam,1,0.001994614540740002
guess,3,0.005983843622220006
white,5,0.00997307270370001
tagalog,2,0.003989229081480004
project-ocelot,1,0.001994614540740002
ricochet,1,0.001994614540740002
emerald,2,0.003989229081480004
more-tanks,1,0.001994614540740002
just-solve-it-instantly,1,0.001994614540740002
really,2,0.003989229081480004
sudoku,4,0.007978458162960007
rosetta,1,0.001994614540740002
frost,1,0.001994614540740002
godot-jam-06-18,1,0.001994614540740002
heatfrost,1,0.001994614540740002
gamezanga9,3,0.005983843622220006
1-button,5,0.00997307270370001
laser-shark,1,0.001994614540740002
collage,9,0.01795153086666002
durta,1,0.001994614540740002
fart,2,0.003989229081480004
arrows,2,0.003989229081480004
fast-reaction,1,0.001994614540740002
gamezanga8,6,0.011967687244440013
shenanijam-2017,1,0.001994614540740002
butterscotchshenani,1,0.001994614540740002
accidentalarson,1,0.001994614540740002
gms2,5,0.00997307270370001
inkscape,1,0.001994614540740002
kenny-jam,1,0.001994614540740002
storytelling,32,0.06382766530368006
200words,2,0.003989229081480004
drugs,10,0.01994614540740002
gbjam-6,1,0.001994614540740002
xkdcgamejam,1,0.001994614540740002
artsy-crap,1,0.001994614540740002
black-and-red,1,0.001994614540740002
godot-game-jam,3,0.005983843622220006
virtual-boy,2,0.003989229081480004
limited-time,1,0.001994614540740002
dvorak,1,0.001994614540740002
timed,6,0.011967687244440013
monks,2,0.003989229081480004
ios,9,0.01795153086666002
3ra,1,0.001994614540740002
skill-based,2,0.003989229081480004
microrpgjam,5,0.00997307270370001
no-gm,1,0.001994614540740002
downlink-elegy,1,0.001994614540740002
probe,2,0.003989229081480004
ikea,1,0.001994614540740002
lan,2,0.003989229081480004
accesibility,1,0.001994614540740002
audiogame,1,0.001994614540740002
room-scape,1,0.001994614540740002
rpgmakerjam,3,0.005983843622220006
science,15,0.02991921811110003
comfy,4,0.007978458162960007
protopype,1,0.001994614540740002
bahrain,1,0.001994614540740002
business,9,0.01795153086666002
logs,2,0.003989229081480004
ambience,4,0.007978458162960007
apocalyptic,3,0.005983843622220006
weird-west,1,0.001994614540740002
escaping,1,0.001994614540740002
chibi-style,1,0.001994614540740002
memento-mei,1,0.001994614540740002
pixel-horror,2,0.003989229081480004
screamjam,4,0.007978458162960007
statue,1,0.001994614540740002
dig-dug,1,0.001994614540740002
spooky-jam-2019,1,0.001994614540740002
flu,1,0.001994614540740002
original-music,5,0.00997307270370001
godotjam,4,0.007978458162960007
chibi,2,0.003989229081480004
champs,1,0.001994614540740002
particule,1,0.001994614540740002
quanta,1,0.001994614540740002
tracking,2,0.003989229081480004
1-4-players,1,0.001994614540740002
capture,2,0.003989229081480004
onebutton,2,0.003989229081480004
secure,1,0.001994614540740002
townhall,1,0.001994614540740002
one-button-game-jam,1,0.001994614540740002
slope,1,0.001994614540740002
snaky,1,0.001994614540740002
mystry,1,0.001994614540740002
godot_engine,1,0.001994614540740002
sticky-joe,1,0.001994614540740002
sheninjam,1,0.001994614540740002
wsad,1,0.001994614540740002
interrogation,1,0.001994614540740002
cluedo,1,0.001994614540740002
yurijam,9,0.01795153086666002
yurijam-2017,1,0.001994614540740002
cow,12,0.023935374488880026
swimming,8,0.015956916325920015
waterslides,1,0.001994614540740002
ice-cream-generator,1,0.001994614540740002
alternate-reality-game,1,0.001994614540740002
cosmic-horror,8,0.015956916325920015
guro,1,0.001994614540740002
xkcdgamejam,7,0.013962301785180015
leash,3,0.005983843622220006
short-leash,1,0.001994614540740002
meters,1,0.001994614540740002
thermometer,1,0.001994614540740002
jinn,1,0.001994614540740002
parallel-universe,4,0.007978458162960007
maya,3,0.005983843622220006
sugar,8,0.015956916325920015
r18,1,0.001994614540740002
luis,1,0.001994614540740002
shennanijam,1,0.001994614540740002
vectorart,2,0.003989229081480004
clowns,2,0.003989229081480004
20gr18,1,0.001994614540740002
shenanigans,2,0.003989229081480004
syrup,1,0.001994614540740002
doitcorrect,1,0.001994614540740002
kennyjam,3,0.005983843622220006
contemplation,3,0.005983843622220006
nonjeu,1,0.001994614540740002
patient,2,0.003989229081480004
repeat,2,0.003989229081480004
solitude,1,0.001994614540740002
wait,2,0.003989229081480004
pen-n-paper,1,0.001994614540740002
print-n-play,2,0.003989229081480004
florian,1,0.001994614540740002
florian-piette,1,0.001994614540740002
fusion-aqua,1,0.001994614540740002
isart,1,0.001994614540740002
piette,1,0.001994614540740002
70s,3,0.005983843622220006
funky,1,0.001994614540740002
lesbians,3,0.005983843622220006
rollerskating,1,0.001994614540740002
yuri-game-jam,10,0.01994614540740002
fashion,3,0.005983843622220006
urban-fantasy,8,0.015956916325920015
omogonix,2,0.003989229081480004
happiness-contagious,1,0.001994614540740002
joy,2,0.003989229081480004
timefantasy_monsters,1,0.001994614540740002
city-explorer,1,0.001994614540740002
musle-dude,1,0.001994614540740002
burgers,5,0.00997307270370001
tanuki,2,0.003989229081480004
boys,3,0.005983843622220006
holidays,6,0.011967687244440013
philippines,1,0.001994614540740002
tropical,3,0.005983843622220006
judgement,1,0.001994614540740002
punching,6,0.011967687244440013
winterjam,2,0.003989229081480004
greyscale,2,0.003989229081480004
calories,1,0.001994614540740002
fat,5,0.00997307270370001
character-driven,3,0.005983843622220006
colulo,1,0.001994614540740002
telemancer,1,0.001994614540740002
w-game-jam,1,0.001994614540740002
noise,8,0.015956916325920015
off-air,1,0.001994614540740002
kart,4,0.007978458162960007
karting,2,0.003989229081480004
kart-racer,1,0.001994614540740002
200-word,2,0.003989229081480004
micro-rpg-jam,2,0.003989229081480004
sun-is-dead,1,0.001994614540740002
tabletop-rpg,60,0.11967687244440012
find-me,1,0.001994614540740002
flashing,1,0.001994614540740002
slasher,15,0.02991921811110003
cyberpunk-jam-2019,1,0.001994614540740002
photos,3,0.005983843622220006
shutter-stock,1,0.001994614540740002
xkcd-game-jam,3,0.005983843622220006
no-goals,1,0.001994614540740002
gd_jam,1,0.001994614540740002
gaming,2,0.003989229081480004
nanoreno-2017,3,0.005983843622220006
nanoreno2017,4,0.007978458162960007
madewithunity,12,0.023935374488880026
railroad,3,0.005983843622220006
tapper,2,0.003989229081480004
kurdish,1,0.001994614540740002
kenneyassets,1,0.001994614540740002
kenneyjam2017,1,0.001994614540740002
sokstories,1,0.001994614540740002
200-word-rpg,1,0.001994614540740002
agent,3,0.005983843622220006
radar,4,0.007978458162960007
spies,1,0.001994614540740002
strawberry-jam,8,0.015956916325920015
dabbing,1,0.001994614540740002
fidget-spinner,3,0.005983843622220006
yuri-jam,5,0.00997307270370001
nanoreno-2019,1,0.001994614540740002
7dfps-2018,1,0.001994614540740002
tea,11,0.021940759948140022
file-system,1,0.001994614540740002
creativity,4,0.007978458162960007
ideation,1,0.001994614540740002
metaphors,2,0.003989229081480004
astronaut,8,0.015956916325920015
metanarrative,1,0.001994614540740002
rpg-maker-jam,1,0.001994614540740002
render,1,0.001994614540740002
terrorists,1,0.001994614540740002
stick-figure,2,0.003989229081480004
danganronpa,1,0.001994614540740002
dangan-ronpa,1,0.001994614540740002
ourboros,1,0.001994614540740002
morse,5,0.00997307270370001
morse-code,4,0.007978458162960007
telegraph,1,0.001994614540740002
telegraph-simulator,1,0.001994614540740002
devil,6,0.011967687244440013
sins,2,0.003989229081480004
incomplete,8,0.015956916325920015
codename-brunch,1,0.001994614540740002
hughbee,1,0.001994614540740002
blockchain-parody,1,0.001994614540740002
debt,2,0.003989229081480004
floppy,2,0.003989229081480004
po,2,0.003989229081480004
cover,3,0.005983843622220006
doge,7,0.013962301785180015
dog-or-monkey,1,0.001994614540740002
pug,3,0.005983843622220006
shadow-puppets,1,0.001994614540740002
xbox-360-controllers,1,0.001994614540740002
dragonjam,6,0.011967687244440013
narwhal,2,0.003989229081480004
pixijs,4,0.007978458162960007
teen,6,0.011967687244440013
wlw,6,0.011967687244440013
audio-only,2,0.003989229081480004
multitasking,1,0.001994614540740002
kotlin,1,0.001994614540740002
raycasting,1,0.001994614540740002
word-generator,1,0.001994614540740002
side-scrolling,2,0.003989229081480004
soulsborne,1,0.001994614540740002
martians,2,0.003989229081480004
network,6,0.011967687244440013
eroge,3,0.005983843622220006
codebreaker,1,0.001994614540740002
arena-shooter,8,0.015956916325920015
shotguns,1,0.001994614540740002
omega,2,0.003989229081480004
ant,3,0.005983843622220006
ants,6,0.011967687244440013
clair,1,0.001994614540740002
druid,2,0.003989229081480004
self-care,15,0.02991921811110003
self-care-jam,7,0.013962301785180015
self-care-jam-2,1,0.001994614540740002
pug-story,1,0.001994614540740002
nation-creation,1,0.001994614540740002
fanfiction,4,0.007978458162960007
transhumanism,1,0.001994614540740002
xmen,2,0.003989229081480004
tabletoprpg,3,0.005983843622220006
climbing,12,0.023935374488880026
jump-scare,1,0.001994614540740002
antihero,1,0.001994614540740002
remakejam,14,0.02792460357036003
buggy,6,0.011967687244440013
dragon-jam,3,0.005983843622220006
corruption,3,0.005983843622220006
forced-feeding,1,0.001994614540740002
hallucinations,1,0.001994614540740002
horny-twine,1,0.001994614540740002
humiliation,1,0.001994614540740002
my-first-twine,1,0.001994614540740002
physical-helplessness,1,0.001994614540740002
dice-game,3,0.005983843622220006
aromantic,6,0.011967687244440013
polyamorous,3,0.005983843622220006
queerplatonic,2,0.003989229081480004
sex,22,0.043881519896280044
twists,1,0.001994614540740002
music-game,3,0.005983843622220006
vinyl,1,0.001994614540740002
rythm-game,2,0.003989229081480004
lets-create-jam,1,0.001994614540740002
lets-create,2,0.003989229081480004
psychic-powers,3,0.005983843622220006
caravan,1,0.001994614540740002
homebrew,5,0.00997307270370001
brizoft,2,0.003989229081480004
trastopolis,1,0.001994614540740002
olccodejam2019,7,0.013962301785180015
scavenger-hunt,2,0.003989229081480004
aseprite,4,0.007978458162960007
scream-jam,1,0.001994614540740002
jam-3,2,0.003989229081480004
jeu-francais,1,0.001994614540740002
nenuphar,1,0.001994614540740002
original,7,0.013962301785180015
petit-jeu,1,0.001994614540740002
rpg-maker-jam-3,2,0.003989229081480004
suiren,1,0.001994614540740002
waterlily,1,0.001994614540740002
zettaleaf,1,0.001994614540740002
contagieux,1,0.001994614540740002
heal,2,0.003989229081480004
non-game,7,0.013962301785180015
2dgame,3,0.005983843622220006
endles,3,0.005983843622220006
parallel,2,0.003989229081480004
magical-girls,4,0.007978458162960007
baby,10,0.01994614540740002
jewish,6,0.011967687244440013
quicksilver,2,0.003989229081480004
minima,1,0.001994614540740002
minima-wizard,1,0.001994614540740002
flying-dumpster-based,1,0.001994614540740002
electric,3,0.005983843622220006
leech,1,0.001994614540740002
narration,1,0.001994614540740002
