game_tags,count,percentage
materialize,1,0.001994614540740002
mathew,1,0.001994614540740002
processing,9,0.01795153086666002
shooter_platformer,1,0.001994614540740002
addictive,8,0.015956916325920015
dynamic,3,0.005983843622220006
twitch,22,0.043881519896280044
action rpg,239,0.47671287523686046
competive,1,0.001994614540740002
military,6,0.011967687244440013
tabletop,279,0.5564974568664606
mushroom,8,0.015956916325920015
unity3d,74,0.14760147601476015
dark fantasy,110,0.2194075994814002
traps,29,0.05784382168146006
fonts,10,0.01994614540740002
free,125,0.24932681759250025
guns,19,0.03789767627406004
spider,11,0.021940759948140022
dead-drone,1,0.001994614540740002
missiles,5,0.00997307270370001
remake,87,0.17353146504438016
boxing,12,0.023935374488880026
sprite3d,1,0.001994614540740002
gbjam,428,0.8536950234367209
halloween,312,0.6223197367108806
conflict,3,0.005983843622220006
dogfight,6,0.011967687244440013
hate,5,0.00997307270370001
gore,69,0.13762840331106013
hard,98,0.1954722249925202
mermelada,1,0.001994614540740002
panda,9,0.01795153086666002
time travel,152,0.3031814101924803
monochrome,24,0.04787074897776005
soulsbourne,1,0.001994614540740002
wolf,7,0.013962301785180015
frogger,12,0.023935374488880026
4-colors,9,0.01795153086666002
avoid,11,0.021940759948140022
narrative-based,1,0.001994614540740002
text-adventure,35,0.06981150892590007
chain,5,0.00997307270370001
soul,7,0.013962301785180015
goal,3,0.005983843622220006
nosound,2,0.003989229081480004
kamikaze,2,0.003989229081480004
spaceship,32,0.06382766530368006
mark-brown,5,0.00997307270370001
screech,1,0.001994614540740002
terry,2,0.003989229081480004
torres,1,0.001994614540740002
azeris,1,0.001994614540740002
girl,15,0.02991921811110003
marm,1,0.001994614540740002
shadows,51,0.1017253415777401
ludum dare 36,21,0.041886905355540044
pixel,87,0.17353146504438016
archer,4,0.007978458162960007
tilemap based tools,69,0.13762840331106013
mute,1,0.001994614540740002
galaxy,17,0.03390844719258004
bedroom,1,0.001994614540740002
birthday,5,0.00997307270370001
creepy,107,0.21342375585918022
gmt,1,0.001994614540740002
scary,45,0.08975765433330009
frogs,81,0.16156377779994016
vore,7,0.013962301785180015
job-system,14,0.02792460357036003
explosives,1,0.001994614540740002
thechase,1,0.001994614540740002
gbjam5,30,0.05983843622220006
icosahedron,1,0.001994614540740002
thisisvitto,1,0.001994614540740002
bird,29,0.05784382168146006
clone,5,0.00997307270370001
flappy,19,0.03789767627406004
gba,4,0.007978458162960007
work,12,0.023935374488880026
first-jam,1,0.001994614540740002
no-end,1,0.001994614540740002
plateformer,4,0.007978458162960007
try-hard,2,0.003989229081480004
phaserjs,4,0.007978458162960007
cats,356,0.7100827765034408
penguin,18,0.03590306173332004
illustration,6,0.011967687244440013
laboratory,2,0.003989229081480004
hats,3,0.005983843622220006
time attack,135,0.2692729629999003
heist,13,0.025929989029620026
ascii,105,0.20943452677770022
shrooms,2,0.003989229081480004
mafia,3,0.005983843622220006
prohibition,1,0.001994614540740002
flip,5,0.00997307270370001
flipninten,2,0.003989229081480004
lifelite,1,0.001994614540740002
grayscale,40,0.07978458162960007
haunted-house,8,0.015956916325920015
wierd,4,0.007978458162960007
german,5,0.00997307270370001
war,127,0.2533160466739803
2-players,15,0.02991921811110003
game-makers-tool-kit,4,0.007978458162960007
scribble,1,0.001994614540740002
octopedro,1,0.001994614540740002
danmaku,14,0.02792460357036003
vertical-shooter,2,0.003989229081480004
challenging,16,0.03191383265184003
indiana-jones,2,0.003989229081480004
speedrun,45,0.08975765433330009
whip,1,0.001994614540740002
hex based,1,0.001994614540740002
online,26,0.05185997805924005
character customization,47,0.09374688341478009
oneman,1,0.001994614540740002
rabbit,9,0.01795153086666002
penguins,7,0.013962301785180015
sliding,5,0.00997307270370001
hockey,6,0.011967687244440013
brawler,36,0.07180612346664007
post-apocalyptic,136,0.2712675775406403
gbjam-5,5,0.00997307270370001
dungeon,76,0.15159070509624015
nonlinear,31,0.06183305076294006
money,15,0.02991921811110003
grandma,3,0.005983843622220006
wrench,4,0.007978458162960007
dnd,32,0.06382766530368006
trading,41,0.08177919617034009
four-colors,1,0.001994614540740002
no,3,0.005983843622220006
gate,2,0.003989229081480004
volcano,8,0.015956916325920015
gothic,63,0.12566071606662013
falconry,1,0.001994614540740002
realtime,2,0.003989229081480004
camera,9,0.01795153086666002
photo,10,0.01994614540740002
walk,6,0.011967687244440013
llama,1,0.001994614540740002
waffles,2,0.003989229081480004
chipmunks,1,0.001994614540740002
game-maker-toolkit,1,0.001994614540740002
8,3,0.005983843622220006
rogue,16,0.03191383265184003
turn,1,0.001994614540740002
lo-fi,160,0.3191383265184003
0g,1,0.001994614540740002
gmtk-jam-2018,1,0.001994614540740002
disco,6,0.011967687244440013
doves,1,0.001994614540740002
github,65,0.12964994514810013
church,4,0.007978458162960007
demon,24,0.04787074897776005
priest,1,0.001994614540740002
doodle,10,0.01994614540740002
lanes,1,0.001994614540740002
zelda-like,4,0.007978458162960007
turn-based combat,151,0.3011867956517403
1850,1,0.001994614540740002
soot,1,0.001994614540740002
sweep-em-up,1,0.001994614540740002
up-and-down-scroller,1,0.001994614540740002
phone,7,0.013962301785180015
space-ship,4,0.007978458162960007
beautiful,10,0.01994614540740002
crazy,18,0.03590306173332004
ball-breaks-blocks,1,0.001994614540740002
blossom,1,0.001994614540740002
polen,1,0.001994614540740002
mario,20,0.03989229081480004
nintendo,7,0.013962301785180015
turtles,3,0.005983843622220006
smartphone,5,0.00997307270370001
bolt,13,0.025929989029620026
bolthead,1,0.001994614540740002
lightning,3,0.005983843622220006
australia,8,0.015956916325920015
fish,44,0.08776303979256009
gms14,1,0.001994614540740002
rmitjam,1,0.001994614540740002
downwell,3,0.005983843622220006
logger,1,0.001994614540740002
second-person,7,0.013962301785180015
vlog,1,0.001994614540740002
invaders,7,0.013962301785180015
keypad,1,0.001994614540740002
smartphones,1,0.001994614540740002
gamepa,1,0.001994614540740002
floatie,1,0.001994614540740002
jrpg,138,0.27525680662212026
rpg maker,593,1.182806422658821
grid,20,0.03989229081480004
abbey,1,0.001994614540740002
monk,7,0.013962301785180015
shooter-platform,1,0.001994614540740002
google-cardboard,6,0.011967687244440013
virtual reality (vr),439,0.8756357833848609
coconut,2,0.003989229081480004
ninjarope,1,0.001994614540740002
rope,8,0.015956916325920015
2d-platformer,34,0.06781689438516007
gameboy-jam,1,0.001994614540740002
switchball,1,0.001994614540740002
warlock,2,0.003989229081480004
cult classic,45,0.08975765433330009
vampire,95,0.1894883813703002
kidando,2,0.003989229081480004
cartoony,4,0.007978458162960007
bugs,15,0.02991921811110003
space-bugs,1,0.001994614540740002
puzzle-shooter,2,0.003989229081480004
mining,20,0.03989229081480004
pilone,1,0.001994614540740002
spooky,306,0.6103520494664406
fireworks,5,0.00997307270370001
parry,1,0.001994614540740002
demo,53,0.1057145706592201
endless-runner,56,0.11169841428144012
flying,32,0.06382766530368006
fighter,7,0.013962301785180015
4x,14,0.02792460357036003
water,33,0.06582227984442006
art,49,0.0977361124962601
brush,2,0.003989229081480004
ghost,23,0.045876134437020044
colours,3,0.005983843622220006
lights,2,0.003989229081480004
rainbow,18,0.03590306173332004
tron,9,0.01795153086666002
unicycle,3,0.005983843622220006
gameboyjam,3,0.005983843622220006
princess,10,0.01994614540740002
diplomacy,2,0.003989229081480004
game,110,0.2194075994814002
cartoon,52,0.1037199561184801
spooky-cute,1,0.001994614540740002
destruction,94,0.18749376682956018
4-color,3,0.005983843622220006
baseball,9,0.01795153086666002
home-run,1,0.001994614540740002
home-run-derby,1,0.001994614540740002
hotseat,5,0.00997307270370001
balls,14,0.02792460357036003
rotation,14,0.02792460357036003
crafting,131,0.2612945048369403
aangband,1,0.001994614540740002
keys,2,0.003989229081480004
removed,1,0.001994614540740002
zork,1,0.001994614540740002
four-colours,4,0.007978458162960007
tank,5,0.00997307270370001
chubby,1,0.001994614540740002
codeine,1,0.001994614540740002
trip,6,0.011967687244440013
sandbox,115,0.22938067218510022
upgrade,4,0.007978458162960007
wave,17,0.03390844719258004
ball,50,0.0997307270370001
flippers,2,0.003989229081480004
gamejam-2018,1,0.001994614540740002
pin,1,0.001994614540740002
brackeys,42,0.08377381071108009
ega,2,0.003989229081480004
48hours,7,0.013962301785180015
gamemakers-tookit,1,0.001994614540740002
perma death,62,0.12366610152588012
infinite,12,0.023935374488880026
score,10,0.01994614540740002
silhouette,4,0.007978458162960007
underwater,131,0.2612945048369403
brackeys-game-jam-2,4,0.007978458162960007
lunar-lander,3,0.005983843622220006
2,4,0.007978458162960007
is,2,0.003989229081480004
intense,4,0.007978458162960007
keyboard,40,0.07978458162960007
rogue-lite,1,0.001994614540740002
companions,1,0.001994614540740002
dragons,116,0.23137528672584023
harlowe,1,0.001994614540740002
rescue,7,0.013962301785180015
twine,571,1.1389249027625412
alone,11,0.021940759948140022
time,35,0.06981150892590007
bad-graphics,2,0.003989229081480004
humor,31,0.06183305076294006
brackeysgamejam,18,0.03590306173332004
cupid,5,0.00997307270370001
dawn,3,0.005983843622220006
down,1,0.001994614540740002
love-is-blind,5,0.00997307270370001
blind-game,2,0.003989229081480004
blind-love,1,0.001994614540740002
gmktjam,1,0.001994614540740002
football,32,0.06382766530368006
trifunctional-games,2,0.003989229081480004
mechanics,3,0.005983843622220006
loveisblind,6,0.011967687244440013
ggj15,2,0.003989229081480004
inventory,3,0.005983843622220006
choices,6,0.011967687244440013
scoring,7,0.013962301785180015
particles,5,0.00997307270370001
rockets,4,0.007978458162960007
smoothies,1,0.001994614540740002
tomatoes,1,0.001994614540740002
90s,12,0.023935374488880026
agdg,11,0.021940759948140022
auto-scroller,2,0.003989229081480004
radical,4,0.007978458162960007
skateboarding,6,0.011967687244440013
un,1,0.001994614540740002
rgb,8,0.015956916325920015
desktop,6,0.011967687244440013
no-keyboard,1,0.001994614540740002
operating-system,2,0.003989229081480004
farm,10,0.01994614540740002
farmboy,1,0.001994614540740002
harvest-moon,1,0.001994614540740002
chris-trenary,2,0.003989229081480004
gabriel-velicu,1,0.001994614540740002
jump,18,0.03590306173332004
off-the-wall,1,0.001994614540740002
wall-jump,1,0.001994614540740002
anime,336,0.6701904856886407
blender,47,0.09374688341478009
drm free,37,0.07380073800738007
bounce,10,0.01994614540740002
bouncing,3,0.005983843622220006
explode,3,0.005983843622220006
procjam,412,0.8217811907848809
styleized,1,0.001994614540740002
cloud,9,0.01795153086666002
surfing,7,0.013962301785180015
space sim,100,0.1994614540740002
3rd-person,8,0.015956916325920015
marble,11,0.021940759948140022
ue4,101,0.2014560686147402
strange,11,0.021940759948140022
gbdk,8,0.015956916325920015
rom,15,0.02991921811110003
sampled-sound,1,0.001994614540740002
motorbike,4,0.007978458162960007
arca,2,0.003989229081480004
figh,1,0.001994614540740002
nature,137,0.27326219208138025
luar,1,0.001994614540740002
brackeysjam,2,0.003989229081480004
toy,23,0.045876134437020044
vikings,9,0.01795153086666002
boyleandbubble,1,0.001994614540740002
game-boy,2,0.003989229081480004
hiddenpuncher,1,0.001994614540740002
witch,42,0.08377381071108009
digging,4,0.007978458162960007
gmkt,1,0.001994614540740002
mine,9,0.01795153086666002
minerals,1,0.001994614540740002
motherload,1,0.001994614540740002
recoil,1,0.001994614540740002
underground,9,0.01795153086666002
ambient,27,0.05385459259998005
soundscape,6,0.011967687244440013
storybased,1,0.001994614540740002
canyon,1,0.001994614540740002
corre,2,0.003989229081480004
lowpoly,18,0.03590306173332004
maker,3,0.005983843622220006
mark,4,0.007978458162960007
neil,2,0.003989229081480004
matching,10,0.01994614540740002
boy,3,0.005983843622220006
rouge-like,4,0.007978458162960007
igmc,14,0.02792460357036003
tactical rpg,34,0.06781689438516007
grenade,1,0.001994614540740002
moon,25,0.04986536351850005
twitchplays,1,0.001994614540740002
endlessrunner,3,0.005983843622220006
dumb,9,0.01795153086666002
why,3,0.005983843622220006
boosts,1,0.001994614540740002
colors,14,0.02792460357036003
move,1,0.001994614540740002
screen-shake,2,0.003989229081480004
2019,53,0.1057145706592201
3-colour-pallete,1,0.001994614540740002
downwell-inspired,1,0.001994614540740002
rage,44,0.08776303979256009
ludo-laxative,1,0.001994614540740002
pilot,2,0.003989229081480004
colony-sim,2,0.003989229081480004
extracredits,20,0.03989229081480004
lovely,2,0.003989229081480004
valentine,6,0.011967687244440013
valentines-day,5,0.00997307270370001
bella,1,0.001994614540740002
stars,29,0.05784382168146006
battlecars,1,0.001994614540740002
retrowave,11,0.021940759948140022
superpowers,18,0.03590306173332004
movil,1,0.001994614540740002
dreams,141,0.2812406502443403
moon-patrol,3,0.005983843622220006
retro-remake,1,0.001994614540740002
tyrano,2,0.003989229081480004
math,54,0.1077091851999601
backers,1,0.001994614540740002
speculating,1,0.001994614540740002
wagering,1,0.001994614540740002
dog,22,0.043881519896280044
cozy,88,0.17552607958512018
social,18,0.03590306173332004
techpiranja,2,0.003989229081480004
items,5,0.00997307270370001
ludum dare 37,40,0.07978458162960007
witches,11,0.021940759948140022
ecgj2019,1,0.001994614540740002
balloon-co,1,0.001994614540740002
gamevertisement,1,0.001994614540740002
radcool,1,0.001994614540740002
subversive,1,0.001994614540740002
welcome,1,0.001994614540740002
dialog,3,0.005983843622220006
multi-languade,1,0.001994614540740002
worldwide,1,0.001994614540740002
better-than-kris,1,0.001994614540740002
crap,5,0.00997307270370001
racist,1,0.001994614540740002
retarded,1,0.001994614540740002
you-probably-shouldnt-play-this,1,0.001994614540740002
dimp,1,0.001994614540740002
dimply,1,0.001994614540740002
